GeneID,diseaseID,label,score
9636,C4015293,1,0.1169199347414698
10811,C4015293,0,0.1263829841368609
7704,C2676231,1,0.153739839647387
10811,C2676231,0,0.0944775638506314
343637,C3277900,1,0.3315452649748423
54467,C3277900,0,-0.0569270845220781
79734,C4225341,1,0.0896572888738531
10811,C4225341,0,0.126529841078362
10847,C0729582,1,0.1149875357433976
10811,C0729582,0,0.1149742926320226
57102,C4748732,1,0.131604865972229
54467,C4748732,0,0.0029551898545189
4598,C0162296,1,0.1941973576130147
10811,C0162296,0,0.0723684725269379
4287,C0024408,1,0.1031627048435947
10811,C0024408,0,0.0670807220935067
55023,C4693860,1,0.094427863680489
10811,C4693860,0,0.1585019534113618
84140,C1419614,1,0.0815252259323297
10811,C1419614,0,0.0954541090729972
79583,C3809352,1,0.1800564648814559
10811,C3809352,0,0.0872049374416438
26580,C2931276,1,0.1568872881462953
10811,C2931276,0,0.0857607913971783
54949,C1866552,1,0.0337789616554048
10811,C1866552,0,0.067479762297962
5125,C0220708,1,0.1929050838514692
10811,C0220708,0,0.026894475514587
25913,C0259783,1,0.1740876089793056
347,C0259783,1,0.1387172699068116
9444,C0259783,1,0.1950556392133328
482,C0259783,1,0.2334558403739067
1184,C0259783,1,0.1915548739682266
1181,C0259783,1,0.1668956441047657
4638,C0259783,1,0.086851452737821
4603,C0259783,1,0.1436644023536923
23187,C0259783,1,0.2745485046855681
2495,C0259783,1,0.106066507360783
8493,C0259783,1,0.2199512545151767
23512,C0259783,1,0.1431833267334842
4916,C0259783,1,0.1894123922358848
23650,C0259783,1,0.2427189548271199
23362,C0259783,1,0.1466034698554606
11170,C0259783,1,0.1666843330208006
1233,C0259783,1,0.146467753510779
1182,C0259783,1,0.2948078972196372
79366,C0259783,1,0.2204035456218676
90,C0259783,1,0.1704581780487865
54739,C0259783,1,0.1714830481855446
1657,C0259783,1,0.2245646204491745
10125,C0259783,0,0.2350392284722015
10744,C0259783,0,0.0555287218449075
1317,C0259783,0,0.0961610385612341
153328,C0259783,0,0.121213246646117
128869,C0259783,0,0.1279878657940312
3215,C0259783,0,0.2276320927827153
5680,C0259783,0,0.0726269801897125
5412,C0259783,0,0.1425541303285151
57449,C0259783,0,0.0708752103106861
10432,C0259783,0,0.112807163039647
9991,C0259783,0,0.1015247298059275
26284,C0259783,0,0.1177923185577086
10139,C0259783,0,0.3040434400854825
431707,C0259783,0,0.0521086071696517
729830,C0259783,0,0.16343652591715
27031,C0259783,0,0.1972237630219829
132228,C0259783,0,0.0861566695837775
6204,C0259783,0,0.1840331707877901
126669,C0259783,0,0.0201045027932476
59271,C0259783,0,0.0720613828466059
128229,C0259783,0,0.0957778621291667
63932,C0259783,0,0.3651362191407526
56649,C4755252,1,0.0684759268896236
10811,C4755252,0,0.0163780138867585
6341,C1858424,1,0.071389213149593
493753,C1858424,1,0.1626198432648727
1355,C1858424,1,0.0537268758934624
388753,C1858424,1,0.1832839247968822
1774,C1858424,0,-0.0209091199954509
943,C1858424,0,-0.0115954855444481
6947,C1858424,0,0.1490856447080876
84779,C1858424,0,0.012526968211546
113246,C1857512,1,0.0621445806992783
54467,C1857512,0,0.1140884017147471
4514,C4274324,1,0.1840547326151569
23175,C4274324,1,0.180679752194223
24138,C4274324,0,0.1337826813076908
9270,C4274324,0,0.1745692312884712
659,C3203102,1,0.2595277642546012
3741,C3203102,1,0.1561798344392432
3777,C3203102,1,0.3536293314191943
4086,C3203102,1,0.1891324883036834
658,C3203102,1,0.210765079353588
440275,C3203102,1,0.2734495860387159
10014,C3203102,1,0.2543937059252394
4093,C3203102,1,0.2786469203154295
9496,C3203102,1,0.3007040790474493
158234,C3203102,0,0.0741817374344691
51608,C3203102,0,-0.0020761315099532
10150,C3203102,0,0.0477423650549216
80129,C3203102,0,0.0918684919503314
388698,C3203102,0,0.1333752527667923
137735,C3203102,0,0.3702471638700464
51434,C3203102,0,0.0686565757136748
8407,C3203102,0,0.1109194239533617
3416,C3203102,0,0.12130939088973
51259,C1855675,1,0.1437155230542263
51524,C1855675,1,0.1530611718232443
23090,C1855675,1,0.2597958263122533
57545,C1855675,1,0.1157545662641521
79583,C1855675,1,0.1200176815124885
65062,C1855675,1,0.1321175897914328
80184,C1855675,1,0.1021626187998218
84273,C1855675,0,0.2090686702314551
51608,C1855675,0,0.002247884749924
9808,C1855675,0,-0.008602901417572
80129,C1855675,0,0.0374480956014674
54816,C1855675,0,0.1151171399799203
55297,C1855675,0,0.0728057422320877
51434,C1855675,0,0.135760562501344
8573,C0796250,1,0.1956277282407275
6134,C0796250,1,0.1104860619369819
5422,C0796250,1,0.0024146559113224
170302,C0796250,1,0.2869255554535281
5063,C0796250,1,0.1802909636586896
2892,C0796250,1,0.0955755605330821
254065,C0796250,1,0.258927953241218
8242,C0796250,1,-0.0123252480234187
84273,C0796250,0,0.0369268430385267
51608,C0796250,0,0.0502701670305128
64096,C0796250,0,0.0940906199172992
80129,C0796250,0,0.1079392918830018
7136,C0796250,0,0.2688178246852646
55297,C0796250,0,0.1837751317324381
57162,C0796250,0,0.1461443679761087
26580,C0796250,0,0.028585214927249
256297,C1850096,1,0.1415145566015239
3651,C1850096,1,0.149179887643163
24138,C1850096,0,0.0995255942006911
10569,C1850096,0,0.0813364805300344
825,C1299884,1,0.1114908596648525
10811,C1299884,0,0.1389603224246765
2030,C0751207,1,0.1842355354052474
3064,C0751207,1,0.0640153053552765
56616,C0751207,1,0.2264538026936564
4129,C0751207,1,0.1781776985086252
51447,C0751207,1,0.0683829051420894
2166,C0751207,1,0.0634342027488691
1827,C0751207,1,0.1679443843277486
9131,C0751207,1,0.1085758981193616
84273,C0751207,0,0.2481334222133286
51608,C0751207,0,0.0243758548212599
374900,C0751207,0,0.2319255695872888
80129,C0751207,0,0.0561237749662076
7136,C0751207,0,0.2326892232909688
55297,C0751207,0,0.0494091411257251
57162,C0751207,0,0.0439536927487202
26580,C0751207,0,0.1639320940776875
64374,C0393519,1,0.2236738875935731
10811,C0393519,0,0.166832644002441
83700,C3151000,1,0.1166477861078465
10811,C3151000,0,0.0775046781187907
6165,C2675859,1,0.1374232655172597
10811,C2675859,0,0.136305681657783
83550,C0346302,1,0.2284695560371102
9049,C0346302,1,0.1723025911441022
24138,C0346302,0,0.1292204176854451
84525,C0346302,0,-0.0214189365890763
3691,C1856934,1,0.1030363142705899
5339,C1856934,1,0.0699583577368256
3655,C1856934,1,0.0086757266161343
132160,C1856934,0,0.0740996530324537
55108,C1856934,0,0.0614947888352299
805,C1856934,0,0.0352467860209427
6391,C1854336,1,0.1603593018762761
10811,C1854336,0,0.0445438776514168
7226,C0030567,1,0.1051110848880678
120892,C0030567,1,0.1054959915671278
4929,C0030567,1,0.0401206974838525
4129,C0030567,1,0.1001283277321753
5309,C0030567,1,0.0611920225901361
2244,C0030567,1,0.046177445676851
3127,C0030567,1,0.1051716072805167
683,C0030567,1,0.1297051640310894
6128,C0030567,1,0.2105174886583076
55737,C0030567,1,0.1013255234522497
9045,C0030567,1,0.2517959399711508
3313,C0030567,1,0.1152607994897474
1812,C0030567,1,0.0755417916627551
6147,C0030567,1,0.2451870355544905
4099,C0030567,1,0.0695233445024513
2580,C0030567,1,0.0025709816623219
29058,C0030567,1,0.1055782985009133
4680,C0030567,1,0.0453161714705368
3482,C0030567,1,0.1148084291322403
54541,C0030567,1,0.0788848507267542
7019,C0030567,1,0.1563897726749182
1644,C0030567,1,0.0470131415909893
9529,C0030567,1,0.023969825412729
2208,C0030567,1,0.0125568009072904
3312,C0030567,1,0.1681952178580951
199,C0030567,1,0.0644021056015988
5819,C0030567,1,0.1505985811433959
6571,C0030567,1,0.0730998537356617
4217,C0030567,1,0.2423165459788905
3047,C0030567,1,0.1645163347584427
105,C0030567,1,0.1375334673070915
1310,C0030567,1,0.2317201442759914
3761,C0030567,1,0.1862294752244657
3122,C0030567,1,0.1032943494249345
6888,C0030567,1,0.2509609622093978
54892,C0030567,1,0.1440712942369093
9112,C0030567,1,0.1894491859221649
374946,C0030567,1,0.2256885984697139
2941,C0030567,1,0.2437075090133572
6202,C0030567,1,0.2841397415641742
144195,C0030567,1,-0.0168975092168141
11315,C0030567,1,0.1000758481824742
2629,C0030567,1,0.1441386177093752
2203,C0030567,1,0.1493615288560781
26047,C0030567,1,0.170280357692994
65018,C0030567,1,0.090429953446728
9623,C0030567,1,0.2873677645343645
55532,C0030567,1,0.0757392154173608
23400,C0030567,1,0.0929842145897446
4133,C0030567,1,-0.0729815551011797
1300,C0030567,0,0.0627622676791822
56943,C0030567,0,0.0787174049450835
10105,C0030567,0,0.1042806745941743
2521,C0030567,0,0.0033448055501085
90799,C0030567,0,0.0714845840008071
51230,C0030567,0,0.0984294896581944
199720,C0030567,0,0.1305378532730952
3294,C0030567,0,0.2373439535951089
4588,C0030567,0,0.2628052076502069
374920,C0030567,0,0.0941547403738529
441525,C0030567,0,0.1721333882530045
5753,C0030567,0,0.0785724670116864
1496,C0030567,0,0.1497702497962433
653240,C0030567,0,0.1184751681962032
50805,C0030567,0,0.0769829682783367
55670,C0030567,0,0.1779719892484739
2998,C0030567,0,0.2097169141345766
6939,C0030567,0,0.0893579469605784
863,C0030567,0,0.224462090292581
962,C0030567,0,0.0217202192293418
9427,C0030567,0,0.0665809802055881
6168,C0030567,0,0.0891411112305406
57512,C0030567,0,0.2041832013447856
79829,C0030567,0,0.0729872390362269
8216,C0030567,0,0.1810813437168634
10245,C0030567,0,0.1315150438824477
55250,C0030567,0,0.0744583148041241
58491,C0030567,0,0.1154475766824602
81870,C0030567,0,0.1093239821259783
10308,C0030567,0,0.0637877707326128
5216,C0030567,0,0.0794820859193264
57526,C0030567,0,0.1122809367613859
100506736,C0030567,0,0.1281771932599456
85028,C0030567,0,0.1993995382116507
2565,C0030567,0,0.1767690837408414
815,C0030567,0,0.0704439424226471
9794,C0030567,0,0.0314058328545428
155465,C0030567,0,0.0839776349733238
1031,C0030567,0,0.1880269415537626
6472,C0030567,0,0.229626841252825
79839,C0030567,0,0.1222423054891641
8326,C0030567,0,0.0995519560539421
4354,C0030567,0,0.1934879027598686
114781,C0030567,0,0.0729922915514086
389434,C0030567,0,0.1129884045682611
3775,C0030567,0,0.1747381590982329
4102,C0030567,0,0.1932351572081722
7584,C0030567,0,0.0772031293530848
1824,C0030567,0,0.3165061347796298
7699,C0030567,0,0.1031165043130887
254528,C4540179,1,0.0736958119830486
54467,C4540179,0,0.1604975962892848
111,C0393584,1,0.090912347323471
9254,C0393584,1,0.1380084250692772
10811,C0393584,0,0.0211292762635797
9270,C0393584,0,0.0796940993808595
2588,C0086652,1,0.2197753246240826
10811,C0086652,0,0.1904182779605874
6905,C4316787,1,0.350518496382006
63901,C4316787,1,0.4554706847774574
10811,C4316787,0,0.1500509205980016
10569,C4316787,0,0.0637962346971792
133396,C4551501,1,0.3719384619781231
9180,C4551501,1,0.2871605756249349
24138,C4551501,0,0.1205058519024306
84525,C4551501,0,0.0774341348140383
153562,C1857811,1,-0.0352415507891377
54467,C1857811,0,0.0411363076850508
10280,C3280587,1,0.1365398381606235
10811,C3280587,0,0.0843873185319787
525,C0403554,1,0.161198381349054
10811,C0403554,0,0.0523176526526342
6916,C4016444,1,0.4349509879498914
54467,C4016444,0,0.1577944159454267
63894,C3150672,1,0.2365172575636478
10811,C3150672,0,0.0369743422654159
1476,C1565951,1,0.3636731711864512
210,C1565951,1,0.2884901669757194
8028,C1565951,1,0.2910180523293287
132160,C1565951,0,0.0471053226675886
9270,C1565951,0,0.0970923047996472
8073,C1565951,0,0.0308830337565887
91252,C1866507,1,0.1748021345320348
10811,C1866507,0,0.1509795604472982
23345,C1853116,1,0.1741359153525482
10811,C1853116,0,0.0764280427173006
6389,C3279992,1,0.0782604081535539
10811,C3279992,0,0.1482707783033912
167691,C1858301,1,0.1606986413270717
10811,C1858301,0,0.0901471714610648
9568,C2748910,1,0.207070397717857
22854,C2748910,1,0.0652525010031704
6812,C2748910,1,0.178278807532629
6792,C2748910,1,0.2015608508924369
2290,C2748910,1,0.1669677155917218
10611,C2748910,0,0.1200107207324079
943,C2748910,0,0.0322594961309362
9808,C2748910,0,-0.00726425884369
79817,C2748910,0,0.0566427129909727
54816,C2748910,0,0.0859139067931194
6331,C1838539,1,0.2385733194134034
4878,C1838539,1,0.0496623376704825
2702,C1838539,1,0.162490231253369
132160,C1838539,0,0.0308170057431999
10569,C1838539,0,0.0605905068501724
929,C1838539,0,0.0599980788233259
1738,C0268193,1,0.1235094337709013
1727,C0268193,1,0.1070727969678251
24138,C0268193,0,0.0397295624547746
84525,C0268193,0,0.0297483622841471
93,C3151057,1,0.1852814423941828
10811,C3151057,0,0.1013613569431417
115286,C4225206,1,0.0671525379406531
54467,C4225206,0,0.0578171654479253
9895,C4721916,1,0.3253171011792667
10084,C4721916,1,0.2591183841403275
10908,C4721916,1,0.2030865040403054
9420,C4721916,1,0.2066858108536153
10611,C4721916,0,0.0923718453429827
9688,C4721916,0,0.1107404113036862
6947,C4721916,0,0.1018751881547992
79958,C4721916,0,0.1725582645175007
11132,C1832544,1,0.1088633777859219
54467,C1832544,0,0.1133184611591045
3832,C3501946,1,0.2153756063131122
10811,C3501946,0,0.0691520957632974
317719,C3554453,1,0.0905951385362991
10811,C3554453,0,0.1685938452623218
9949,C4310810,1,0.1556534177627294
10811,C4310810,0,0.0669484906932502
735,C0524662,1,0.2192064219593926
5179,C0524662,1,0.1595124813080964
1066,C0524662,1,0.1762388233346243
168667,C0524662,1,0.194297218100938
89795,C0524662,1,0.1178630650324762
1774,C0524662,0,0.0517498881306961
943,C0524662,0,0.1246016985135685
6947,C0524662,0,0.1542187481612073
51337,C0524662,0,0.037245479675852
7136,C0524662,0,0.1696188753112663
2257,C4310685,1,0.1212459709078472
10811,C4310685,0,0.0281424508834792
6563,C0543663,1,0.3283427441188573
54467,C0543663,0,0.0613059080102064
4604,C3554046,1,0.1965145003234342
10811,C3554046,0,0.1281444131458944
51259,C1842577,1,0.222906359241263
10811,C1842577,0,0.1411099386696624
199221,C4539903,1,0.1421430487769203
54467,C4539903,0,0.1702362687837922
79809,C3151186,1,0.1127086624786973
10811,C3151186,0,0.0187545010664331
275,C0268561,1,0.232094922217649
2653,C0268561,1,0.2275369696312633
2731,C0268561,1,0.2031513503466312
24138,C0268561,0,0.0918190837739634
9270,C0268561,0,0.020965754393978
8073,C0268561,0,0.0991641095172232
825,C1869123,1,0.0473705438055971
10811,C1869123,0,0.1013759055483568
150,C0086769,1,0.0874692125995097
135,C0086769,1,0.0907866102903472
887,C0086769,1,0.084067296856764
132160,C0086769,0,0.0863778840457237
84525,C0086769,0,0.0243367561025796
929,C0086769,0,-0.0152812115159818
23175,C1849386,1,0.1939236360180499
10811,C1849386,0,0.0696511826518333
7167,C1860808,1,0.0099721969897154
10811,C1860808,0,0.1009991447990155
4595,C0346153,1,0.193269929849646
10111,C0346153,1,0.0653356434857671
8438,C0346153,1,0.3589055834374446
7516,C0346153,1,0.1909426364258067
5002,C0346153,1,0.2139885387252968
8493,C0346153,1,0.2002775850643229
4361,C0346153,1,0.1863203161021625
580,C0346153,1,0.1091205316036498
79648,C0346153,1,0.0736893037847248
60561,C0346153,1,0.0982063957391653
5889,C0346153,1,0.1710227926327495
84464,C0346153,1,0.1089786897803943
348654,C0346153,1,0.2430315755666223
5965,C0346153,1,0.2232023716928653
5892,C0346153,1,0.1824384467215787
80129,C0346153,0,0.0423253543480358
55260,C0346153,0,0.125522955739128
51699,C0346153,0,0.0889151444517891
54529,C0346153,0,0.101270398997248
79089,C0346153,0,0.0895333605426157
8842,C0346153,0,0.0614419670735455
9310,C0346153,0,0.0266750752574391
59350,C0346153,0,0.2437928156049696
113763,C0346153,0,0.1178056868007526
10417,C0346153,0,0.2459801817981106
224,C0346153,0,0.1102332476925132
23476,C0346153,0,0.063523702481404
70,C0346153,0,0.0886830546918581
10682,C0346153,0,0.1800412174396153
7638,C0346153,0,0.1067944270724223
2312,C0079584,1,0.0811690021917271
10811,C0079584,0,0.1152730677151201
56606,C2677549,1,0.1536597104363471
54467,C2677549,0,0.1759291326670726
2030,C0751208,1,0.1852881117725577
3064,C0751208,1,0.0998518085584757
56616,C0751208,1,0.1703055110561995
4129,C0751208,1,0.2015732737544871
51447,C0751208,1,0.0878338491976874
2166,C0751208,1,0.0761335277669023
1827,C0751208,1,0.1211986814759759
9131,C0751208,1,0.136603002367826
84273,C0751208,0,0.2021863835900693
51608,C0751208,0,-0.0507697308465814
374900,C0751208,0,0.2719851403751945
80129,C0751208,0,0.0615994336899042
7136,C0751208,0,0.1804044754729584
55297,C0751208,0,0.0488956696222909
57162,C0751208,0,0.042927209374654
26580,C0751208,0,0.2963405372856552
199713,C0020217,1,0.0487586199500134
10811,C0020217,0,0.0741282002055184
2954,C1291607,1,0.203795917621764
54467,C1291607,0,0.1351015310283523
51259,C1864148,1,0.2070330506389241
10811,C1864148,0,0.1030725295589908
10312,C4551971,1,0.3938908894128844
10811,C4551971,0,0.1070116263188553
51626,C0013903,1,0.1818106547567902
132884,C0013903,1,0.1848883821298352
2121,C0013903,1,0.1941273556299163
24138,C0013903,0,0.0571454007304649
10569,C0013903,0,-0.0080737930979695
8073,C0013903,0,0.0878212383230592
2176,C0699885,1,0.1828422784853229
2043,C0699885,1,0.0793653423508412
79834,C0699885,1,0.0647608026080658
10735,C0699885,1,0.1368081582868718
79718,C0699885,1,0.2091601037601622
9791,C0699885,0,0.1288254481283029
2027,C0699885,0,0.0842532003063813
9808,C0699885,0,0.0105048782000014
59269,C0699885,0,0.1579163246577571
54816,C0699885,0,0.1165357619476289
6329,C0221055,1,0.1340013200619204
54467,C0221055,0,0.1151576839823993
51004,C1335929,1,0.1670722446332383
8216,C1335929,1,0.0879295077968241
24138,C1335929,0,-0.0013855146459119
10569,C1335929,0,-0.0167785015659427
1969,C1861825,1,0.1621787643307793
10811,C1861825,0,0.213941814449238
6569,C0015624,1,0.28573376472323
6514,C0015624,1,0.1662313414007116
1962,C0015624,1,0.262768362816854
2878,C0015624,1,0.1054211926723923
1774,C0015624,0,-0.0599854151066257
9688,C0015624,0,0.2165319883837934
9808,C0015624,0,-0.0816108621160915
79958,C0015624,0,-0.0207913792467253
7466,C4518338,1,0.1375611693786837
10811,C4518338,0,0.2128960482414245
6515,C0751365,1,0.0635852626471339
9573,C0751365,1,0.1637807519218777
928,C0751365,1,0.2079255955549389
1761,C0751365,1,0.1998724182441546
9319,C0751365,1,0.0951191914440602
359787,C0751365,1,0.0112178657697657
701,C0751365,1,0.1644598460842078
79923,C0751365,1,0.1360666364040264
6337,C0751365,1,0.1632823613264682
55729,C0751365,1,0.1257459687060666
1911,C0751365,1,0.1482744091960162
79191,C0751365,0,0.0462785975485205
2027,C0751365,0,0.115263212440658
6947,C0751365,0,0.0446891974826642
9247,C0751365,0,0.1900042775862052
51182,C0751365,0,0.1410892833844314
3281,C0751365,0,0.0599625218463351
23133,C0751365,0,0.1633364894479709
8407,C0751365,0,0.1659595993149727
374393,C0751365,0,0.2062921866461075
9425,C0751365,0,0.2043274177941486
23303,C0751365,0,0.0997764733439265
124997,C0394006,1,0.2282971783857404
51761,C0394006,1,0.3468206137144979
767,C0394006,1,0.0686084403315433
347733,C0394006,1,0.1302706081832954
7436,C0394006,1,0.2163781955418778
163050,C0394006,0,0.058717877654757
2976,C0394006,0,-0.0314050722218605
9808,C0394006,0,0.0280046845552958
80129,C0394006,0,0.0868179755438472
54816,C0394006,0,0.0346813459303016
124997,C0020256,1,0.1132423800174916
440193,C0020256,1,0.2779784243718539
25942,C0020256,1,0.2072002081752411
55764,C0020256,1,0.3160641513682897
54768,C0020256,1,0.3318988388879539
163050,C0020256,0,0.1385175706346556
114884,C0020256,0,0.0366030094240838
9808,C0020256,0,-0.0541681245011653
80129,C0020256,0,0.1133166634225996
25988,C0020256,0,0.0547162004196828
59,C1876165,1,0.0885915540953889
150684,C1876165,1,0.126578227179136
24138,C1876165,0,0.1785009730765084
84525,C1876165,0,0.1069547947101785
23418,C1838647,1,0.1214005737715194
10811,C1838647,0,0.1271338626290787
4216,C0476089,1,0.1300855777700832
1108,C0476089,1,0.1025727486008531
5378,C0476089,1,0.1050556916677286
5296,C0476089,1,0.0640882220899919
8204,C0476089,1,0.0769716693013803
6770,C0476089,1,0.120546437577867
1583,C0476089,1,0.2093543293881977
27030,C0476089,1,0.0370767057518443
64061,C0476089,1,0.2328794776299139
3927,C0476089,1,0.1299997083011238
10772,C0476089,1,0.1243963497596611
3206,C0476089,1,0.0927097984616278
6405,C0476089,1,-0.0544512541518874
54894,C0476089,1,0.0876847318450348
23512,C0476089,1,0.0872046746116724
7869,C0476089,1,0.2018522322741031
5074,C0476089,1,0.1021100010030661
55743,C0476089,1,-0.0294390856338521
57016,C0476089,1,0.097821362706361
8405,C0476089,1,0.2028898776196842
5426,C0476089,1,0.0978062610800912
5424,C0476089,1,0.169237768194182
5885,C0476089,1,0.0839893289223497
8644,C0476089,1,0.0322613231842107
8312,C0476089,1,0.2021535755529581
55558,C0476089,1,0.0768258815840181
4149,C0476089,1,0.1216719506522522
6820,C0476089,1,0.2031724488837227
3207,C0476089,1,0.2800090479060173
