TopK,1,5,10,15,20,25,30,35,50,100,150,200,250,300
hit,0.4927698479740346,1.9254591073534109,3.9769733458031324,5.545279791130855,7.237415244330139,8.739285714285714,10.294554204660587,11.756281661600811,15.673758865248226,24.46808510638298,30.53191489361702,34.12765957446808,36.255319148936174,37.43617021276596
hit_ratio,0.4927698479740346,0.3879287009033061,0.4062079728781856,0.38386971657184416,0.38208352817395386,0.37567071935157037,0.37506670043904083,0.37277319438413664,0.36624113475177306,0.3432624113475177,0.338581560283688,0.3354609929078015,0.33480851063829803,0.33429078014184416
recall,0.04225027309162837,0.15062788856969236,0.24943038923031458,0.31908072512995483,0.37944233579056674,0.4370008357268779,0.4857021830866789,0.5297908378434082,0.642272331928225,0.8165285877112334,0.9058771159699165,0.945631375478122,0.9634801635845957,0.9700420272000789
precision,0.4927698479740346,0.3879287009033061,0.4062079728781856,0.38386971657184416,0.38208352817395386,0.37567071935157037,0.37506670043904083,0.37277319438413664,0.36624113475177306,0.3432624113475177,0.338581560283688,0.3354609929078015,0.33480851063829803,0.33429078014184416
F1,0.0652314338328952,0.16042687066625527,0.240734862508405,0.2809404674899767,0.31570304648214775,0.34332343430687456,0.3670215255582837,0.3856580751342806,0.4263414515522641,0.4653369183991765,0.48357166720152794,0.4895471715871704,0.49316586383399713,0.4946945234137167
MCC,0.04690645550857212,0.040326298269954264,0.057255014771975324,0.04336548367441053,0.04088288126669194,0.04589799117279179,0.04645417374124014,0.04561775858345296,0.05869044904266233,0.023571388705452837,0.017202983762692362,0.0072840837716712245,0.0059980412857839,0.0023054473603048692
ACC_num,0.4927698479740346,1.9254591073534109,3.9769733458031324,5.545279791130855,7.237415244330139,8.739285714285714,10.294554204660587,11.756281661600811,15.673758865248226,24.46808510638298,30.53191489361702,34.12765957446808,36.255319148936174,37.43617021276596
ACC,0.6658681794156853,0.6364429763159145,0.6094940864607702,0.5814319331006685,0.5601796603140754,0.5455439560618389,0.5319268201358333,0.518100090588208,0.49081156179171076,0.4098575327212111,0.3748071520666205,0.35509571592214956,0.3481704180876544,0.34493282461881386
AUC,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532,0.5606668971730532
AUPR,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816,0.41551217732585816
avgPrecision,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145,0.43710180113676145
