diseaseId,diseaseName,did
C2673186,"Aortic Aneurysm, Familial Thoracic 6",523
C3151077,"AORTIC ANEURYSM, FAMILIAL THORACIC 7",524
C3809513,"AORTIC ANEURYSM, FAMILIAL THORACIC 8",525
C4015368,"AORTIC ANEURYSM, FAMILIAL THORACIC 9",526
C0741160,"Aortic Aneurysm, Ruptured",527
C0162872,"Aortic Aneurysm, Thoracic",528
C0340630,"Aortic Aneurysm, Thoracoabdominal",529
C0003496,Aortic Rupture,530
C0428791,Aortic valve calcification,531
C3887892,Aortic Valve Disease 1,532
C3542024,AORTIC VALVE DISEASE 2,533
C1260873,Aortic valve disorder,534
C0003504,Aortic Valve Insufficiency,535
C1853230,"Aphakia, congenital primary",536
C0282160,Aplasia Cutis Congenita,537
C0158667,Aplasia of Lacrimal and Salivary Glands,538
C0002874,Aplastic Anemia,539
C0348890,"Aplastic anemia, idiopathic",540
C1720779,Apolipoprotein C-II Deficiency (disorder),541
C3151467,Apolipoprotein C-III Deficiency,542
C3887949,Apparent mineralocorticoid excess,543
C0264611,Apraxia of Phonation,544
C0750927,"Apraxia, Developmental Verbal",545
C0454608,"Apraxia, Oral",546
C0349391,"Apraxia, Verbal",547
C0431349,Aprosencephaly,548
C2936786,Aqueductal Stenosis,549
C0003706,Arachnodactyly,550
C0600176,Argentaffinoma,551
C2675179,Arginine:Glycine Amidinotransferase Deficiency,552
C0751750,"Argininosuccinic Acid Synthetase Deficiency Disease, Partial",553
C0751751,"Argininosuccinic Acid Synthetase Deficiency, Complete",554
C0268547,Argininosuccinic Aciduria,555
C0078982,Arhinencephaly,556
C1863878,"Arhinia, choanal atresia, and microphthalmia",557
C1855675,Arima syndrome,558
C0003803,Arnold Chiari Malformation,559
C0750929,"Arnold-Chiari Malformation, Type I",560
C0750931,"Arnold-Chiari Malformation, Type III",561
C0750932,"Arnold-Chiari Malformation, Type IV",562
C0342686,Aromatic amino acid decarboxylase deficiency,563
C0349788,Arrhythmogenic Right Ventricular Dysplasia,564
C1857777,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 10",565
C1864850,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11",566
C1969081,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12",567
C3810138,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13",568
C1832931,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2",569
C1858379,"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5 (disorder)",570
C1843896,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8",571
C1836906,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 9",572
C0751851,Arsenic Encephalopathy,573
C0751852,Arsenic Induced Polyneuropathy,574
C0311375,Arsenic Poisoning,575
C0274861,"Arsenic Poisoning, Inorganic",576
C1859727,Arterial calcification of infancy,577
C3276161,"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2",578
C0750987,"Arterial Diseases, Common Carotid",579
C1865267,"Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly",580
C1859726,ARTERIAL TORTUOSITY SYNDROME,581
C0003850,Arteriosclerosis,582
C0600359,Arteriosclerotic Dementia,583
C0003864,Arthritis,584
C0003865,"Arthritis, Adjuvant-Induced",585
C0971858,"Arthritis, Collagen-Induced",586
C0993582,"Arthritis, Experimental",587
C0003872,"Arthritis, Psoriatic",588
C0003886,Arthrogryposis,589
C0220666,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA",590
C1844934,"Arthrogryposis multiplex congenita, distal, X-linked",591
C1859721,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC TYPE (disorder)",592
C4479539,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT",593
C4748872,"ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT",594
C0220662,"ARTHROGRYPOSIS, DISTAL, TYPE 1",595
C3280526,"ARTHROGRYPOSIS, DISTAL, TYPE 1B",596
C1834523,"ARTHROGRYPOSIS, DISTAL, TYPE 2B",597
C4310692,"ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH",598
C3809910,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES",599
C3280309,"ARTHROGRYPOSIS, PERTHES DISEASE, AND UPWARD GAZE PALSY",600
C1859722,"Arthrogryposis, renal dysfunction, and cholestasis 1",601
C3150672,"ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2",602
C0003949,Asbestosis,603
C3809971,ASPARAGINE SYNTHETASE DEFICIENCY,604
C2931840,Aspartylglucosamidase (AGA) deficiency,605
C0236792,Asperger Syndrome,606
C1845341,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1 (disorder)",607
C1845334,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)",608
C0004030,Aspergillosis,609
C0004045,Asphyxia Neonatorum,610
C4551856,Asphyxiating Thoracic Dystrophy 1,611
C1970005,Asphyxiating Thoracic Dystrophy 2,612
C0175707,Asplenia Syndrome,613
C0403823,Asthenozoospermia,614
C0004096,Asthma,615
C1319853,"Asthma, Aspirin-Induced",616
C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",617
C0264423,"Asthma, Occupational",618
C1846534,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1",619
C1837811,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2",620
C1970224,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 5",621
C0004114,Astrocytoma,622
C0431406,Asymmetric crying face association,623
C0271674,Asymmetric Diabetic Proximal Motor Neuropathy,624
C1838916,"ATAXIA AND POLYNEUROPATHY, ADULT-ONSET",625
C0751597,"Ataxia with Lactic Acidosis, Type I",626
C1848533,Ataxia with vitamin E deficiency,627
C4015436,"ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS",628
C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",629
C0796028,"ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION",630
C1837015,"ATAXIA, SENSORY, AUTOSOMAL DOMINANT",631
C1970107,"ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT",632
C1969796,"ATAXIA, SPASTIC, 2, AUTOSOMAL RECESSIVE (disorder)",633
C1969645,"Ataxia, Spastic, 3, Autosomal Recessive",634
C0087012,"Ataxia, Spinocerebellar",635
C3554690,ATAXIA-OCULOMOTOR APRAXIA 3,636
C4225397,ATAXIA-OCULOMOTOR APRAXIA 4,637
C1858391,ATAXIA-TELANGIECTASIA-LIKE DISORDER,638
C4012790,Ataxia-Telangiectasisa-Like Disorder 1,639
C0004138,"Ataxias, Hereditary",640
C1850554,Atelosteogenesis type 2,641
C1832215,Athabaskan brainstem dysgenesis,642
C1865372,Athabaskan severe combined immunodeficiency,643
C0004153,Atherosclerosis,644
C0751415,Atherosclerotic Parkinsonism,645
C0796206,Atkin syndrome,646
C0004238,Atrial Fibrillation,647
C1843687,"ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)",648
C3151464,"ATRIAL FIBRILLATION, FAMILIAL, 10",649
C3279693,"ATRIAL FIBRILLATION, FAMILIAL, 11",650
C3279695,"ATRIAL FIBRILLATION, FAMILIAL, 12",651
C3809311,"ATRIAL FIBRILLATION, FAMILIAL, 13",652
C3809312,"ATRIAL FIBRILLATION, FAMILIAL, 14",653
C4014269,"ATRIAL FIBRILLATION, FAMILIAL, 15",654
C4013699,"ATRIAL FIBRILLATION, FAMILIAL, 16",655
C4310636,"ATRIAL FIBRILLATION, FAMILIAL, 18",656
C1862394,"Atrial Fibrillation, Familial, 4",657
C2677294,"Atrial Fibrillation, Familial, 6",658
C2677106,"Atrial Fibrillation, Familial, 7",659
C3151431,"ATRIAL FIBRILLATION, FAMILIAL, 9",660
C1862389,ATRIAL SEPTAL DEFECT 1,661
C3279790,Atrial Septal Defect 3,662
C1969657,Atrial Septal Defect 4,663
C2748552,Atrial Septal Defect 5,664
C2751315,Atrial Septal Defect 6,665
C3276096,ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS,666
C3280790,ATRIAL SEPTAL DEFECT 8,667
C0344730,Atrial Septal Defect Sinus Venosus,668
C3502353,Atrial Septal Defect with Atrioventricular Conduction Defects,669
C4551959,ATRIAL STANDSTILL 1,670
C3810401,ATRIAL STANDSTILL 2,671
C1859592,ATRICHIA WITH PAPULAR LESIONS,672
C0004245,Atrioventricular Block,673
C1853509,"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome",674
C1853508,"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2",675
C0041671,Attention Deficit Disorder,676
C1263846,Attention deficit hyperactivity disorder,677
C2751802,"ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO, 7",678
C4304022,Attenuated Chédiak-Higashi syndrome,679
C1332347,Atypical Ductal Breast Hyperplasia,680
C0349579,Atypical Endometrial Hyperplasia,681
C2931788,Atypical Hemolytic Uremic Syndrome,682
C0751776,Atypical Inclusion-Body Disease,683
C4510873,Atypical juvenile parkinsonism,684
C3266863,"Atypical Mycobacteriosis, Familial",685
C4225274,AU-KLINE SYNDROME,686
C1852271,Auditory neuropathy,687
C4521678,AUDITORY NEUROPATHY AND OPTIC ATROPHY,688
C2732267,Auditory neuropathy spectrum disorder,689
C1836743,"AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1",690
C0751257,"Auditory Processing Disorder, Central",691
C1842937,"AURAL ATRESIA, CONGENITAL",692
C1865295,Auriculo-condylar syndrome,693
C4551996,Auriculocondylar syndrome 1,694
C3553404,AURICULOCONDYLAR SYNDROME 2,695
C1510586,Autism Spectrum Disorders,696
C2677504,"AUTISM, SUSCEPTIBILITY TO, 15",697
C3150677,"AUTISM, SUSCEPTIBILITY TO, 16",698
C3150693,"AUTISM, SUSCEPTIBILITY TO, 17",699
C3554373,"AUTISM, SUSCEPTIBILITY TO, 18",700
C0795888,"AUTISM, SUSCEPTIBILITY TO, X-LINKED 4",701
C3275438,"AUTISM, SUSCEPTIBILITY TO, X-LINKED 5",702
C3550875,"AUTISM, SUSCEPTIBILITY TO, X-LINKED 6",703
C1845540,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 1 (finding)",704
C1845539,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)",705
C0856975,Autistic behavior,706
C0004352,Autistic Disorder,707
C0241910,Autoimmune Chronic Hepatitis,708
C3150649,"AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM",709
C1842979,"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 1",710
C3150797,"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 6",711
C0002880,Autoimmune hemolytic anemia,712
C4225334,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE",713
C1328840,Autoimmune Lymphoproliferative Syndrome,714
C1846545,Autoimmune Lymphoproliferative Syndrome Type 2B,715
C1858968,"Autoimmune Lymphoproliferative Syndrome, Type IIA",716
C3494489,"Autoimmune polyendocrinopathy syndrome, type 1",717
C1855869,"Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant",718
C2749602,"AUTOIMMUNE POLYENDOCRINOPATHY SYNDROME, TYPE I, WITH REVERSIBLE METAPHYSEAL DYSPLASIA",719
C0085860,"Autoimmune Syndrome Type II, Polyglandular",720
C0920350,Autoimmune thyroiditis,721
C4479278,AUTOINFLAMMATION WITH ARTHRITIS AND DYSKERATOSIS,722
C4015067,AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS,723
C3553961,"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED",724
C3860213,Autoinflammatory disorder,725
C4707173,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,726
C0410190,Autosomal Dominant Emery-Dreifuss Muscular Dystrophy (disorder),727
C0752200,Autosomal Dominant Familial Dystonia,728
C4080064,Autosomal Dominant Hereditary Pancreatitis,729
C4274081,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,730
C4048195,Autosomal dominant hypocalcemia,731
C0265331,Autosomal dominant hypohidrotic ectodermal dysplasia syndrome (disorder),732
C1274214,Autosomal dominant ichthyosis,733
C4755257,Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain,734
C0752097,Autosomal Dominant Juvenile Parkinson Disease,735
C1838062,Autosomal Dominant Lateral Temporal Lobe Epilepsy,736
C4304021,Autosomal dominant macrothrombocytopenia,737
C3661489,Autosomal Dominant Myotubular Myopathy,738
C3696898,Autosomal Dominant Nocturnal Frontal Lobe Epilepsy,739
C0752098,Autosomal Dominant Parkinsonism,740
C4274761,Autosomal dominant spondylocostal dysostosis,741
C3494186,Autosomal Hemophilia A,742
C3645536,Autosomal Recessive Centronuclear Myopathy,743
C3683483,Autosomal Recessive Cerebellar Ataxia Type 1,744
C4706412,Autosomal recessive cerebellar ataxia with late-onset spasticity,745
C4755252,Autosomal recessive cerebral atrophy,746
C3661525,Autosomal Recessive Chronic Granulomatous Disease,747
C1450051,Autosomal Recessive Emery-Dreifuss Muscular Dystrophy,748
C1856871,Autosomal recessive facio-digito-genital syndrome,749
C0752201,Autosomal Recessive Familial Dystonia,750
C0751603,Autosomal Recessive Hereditary Spastic Paraplegia,751
C0342643,Autosomal recessive hypophosphatemic vitamin D refractory rickets,752
C4517996,Autosomal recessive limb girdle muscular dystrophy type 2S,753
C4707155,Autosomal recessive myogenic arthrogryposis multiplex congenita,754
C0752100,Autosomal Recessive Parkinsonism,755
C0085548,Autosomal Recessive Polycystic Kidney Disease,756
C3711387,Autosomal Recessive Primary Microcephaly,757
C4274077,Autosomal recessive sideroblastic anemia,758
C4750857,Autosomal recessive spastic paraplegia type 59,759
C4707829,Autosomal recessive spastic paraplegia type 67,760
C4749431,Autosomal recessive spastic paraplegia type 70,761
C1275685,Avellino corneal dystrophy,762
C0751111,Awakening Epilepsy,763
C0004509,Azoospermia,764
C1847540,"Azoospermia, Nonobstructive",765
C0037140,B Virus Infection,766
C4551967,B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY,767
C1868683,"B-CELL MALIGNANCY, LOW-GRADE",768
C0004610,Bacteremia,769
C0004681,Bagassosis,770
C3809650,BAINBRIDGE-ROPERS SYNDROME,771
C0752196,Ballismus,772
C1855794,Bamforth syndrome,773
C4284594,BAND HETEROTOPIA,774
C1838239,Band Heterotopia of Brain,775
C2931662,Baraitser Brett Piesowicz syndrome,776
C1319466,Barber Say syndrome,777
C0752166,Bardet-Biedl Syndrome,778
C2936862,Bardet-Biedl syndrome 1 (disorder),779
C1859568,BARDET-BIEDL SYNDROME 10,780
C1859569,BARDET-BIEDL SYNDROME 11,781
C1859570,BARDET-BIEDL SYNDROME 12,782
C2673873,BARDET-BIEDL SYNDROME 13,783
C2673874,BARDET-BIEDL SYNDROME 14 (disorder),784
C3150127,BARDET-BIEDL SYNDROME 15,785
C3889474,BARDET-BIEDL SYNDROME 16,786
C3714980,BARDET-BIEDL SYNDROME 17,787
C3806174,BARDET-BIEDL SYNDROME 18,788
C3889475,BARDET-BIEDL SYNDROME 19,789
C2936863,Bardet-Biedl syndrome 2 (disorder),790
C4310707,BARDET-BIEDL SYNDROME 20,791
C4319932,BARDET-BIEDL SYNDROME 21,792
C1859564,Bardet-Biedl syndrome 3,793
C2936864,Bardet-Biedl syndrome 4 (disorder),794
C3892039,BARDET-BIEDL SYNDROME 5,795
C1858054,BARDET-BIEDL SYNDROME 6,796
C1859565,BARDET-BIEDL SYNDROME 7,797
C1859566,BARDET-BIEDL SYNDROME 8,798
C1859567,BARDET-BIEDL SYNDROME 9,799
C0242583,Bare Lymphocyte Syndrome,800
C2931418,Bare lymphocyte syndrome 2,801
C1858266,"Bare Lymphocyte Syndrome, Type I",802
C1859534,"Bare Lymphocyte Syndrome, Type II, Complementation Group A",803
C1859536,"Bare Lymphocyte Syndrome, Type II, Complementation Group C",804
C1859537,"Bare Lymphocyte Syndrome, Type II, Complementation Group D",805
C1859538,"Bare Lymphocyte Syndrome, Type II, Complementation Group E",806
C1258085,Barrett Epithelium,807
C0004763,Barrett Esophagus,808
C0004775,Bartter Disease,809
C1855849,"Bartter syndrome, antenatal , type 2",810
C1866495,"Bartter syndrome, antenatal type 1",811
C1846343,"Bartter syndrome, type 3",812
C1865270,"BARTTER SYNDROME, TYPE 4A",813
C2751312,"BARTTER SYNDROME, TYPE 4B",814
C4310805,"BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS",815
C4310820,"BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT",816
C0007117,Basal cell carcinoma,817
C3838465,"BASAL CELL CARCINOMA, SOMATIC",818
C0004779,Basal Cell Nevus Syndrome,819
C1843807,"Basal ganglia disease, biotin-responsive",820
C0406707,Basan syndrome,821
C4225323,BASEL-VANAGAITE-SMIRIN-YOSEF SYNDROME,822
C4511230,Bathing suit ichthyosis,823
C0751360,Becker Generalized Myotonia,824
C0917713,Becker Muscular Dystrophy,825
C0004903,Beckwith-Wiedemann Syndrome,826
C4011788,Behavioral variant of frontotemporal dementia,827
C0004943,Behcet Syndrome,828
C0221061,Behr syndrome,829
C2930898,Benign essential blepharospasm,830
C4749273,Benign familial mesial temporal lobe epilepsy,831
C0270847,"Benign Focal Epilepsy, Childhood",832
C0393584,Benign Hereditary Chorea,833
C0751120,Benign Infantile Myoclonic Epilepsy,834
C0281784,Benign Meningioma,835
C0270851,Benign neonatal epilepsy,836
C0393693,"Benign Neonatal Epilepsy, Nonfamilial",837
C0154017,Benign neoplasm of bladder,838
C0496899,"Benign neoplasm of brain, unspecified",839
C0153942,Benign neoplasm of esophagus,840
C0153943,Benign neoplasm of stomach,841
C1851549,Benign Occipital Epilepsy,842
C1704272,Benign Prostatic Hyperplasia,843
C2363129,Benign Rolandic Epilepsy,844
C0347284,Benign tumor of pancreas,845
C0005129,Bernard-Soulier Syndrome,846
C3277076,"BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT",847
C1856448,"Bernard-Soulier Syndrome, Type C",848
C0005136,Berry Aneurysm,849
C0005138,Berylliosis,850
C2350873,Beryllium Disease,851
C0005283,beta Thalassemia,852
C0342738,Beta-Hydroxyisobutyryl CoA Deacylase Deficiency,853
C4048196,beta-Mannosidosis,854
C2930900,Beta-sarcoglycanopathy,855
C1291512,Beta-Ureidopropionase Deficiency,856
C1834674,BETHLEM MYOPATHY 1,857
C4225313,BETHLEM MYOPATHY 2,858
C0149630,Bicuspid aortic valve,859
C1859486,BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY,860
C0221363,Bifid nose,861
C2750433,Bifid Nose With Or Without Anorectal And Renal Anomalies,862
C2751431,"Bifid Nose, Autosomal Dominant",863
C3887497,"Bifid Nose, Autosomal Recessive",864
C0431663,Bilateral Cryptorchidism,865
C4551969,Bilateral Periventricular Nodular Heterotopia,866
C0431692,Bilateral renal hypoplasia,867
C4255193,Bilateral Vestibulopathy,868
C2930471,Bilateral Wilms Tumor,869
C4274079,Bile acid CoA ligase deficiency and defective amidation,870
C2750087,"Bile Acid Malabsorption, Primary",871
C1843116,"Bile acid synthesis defect, congenital, 1",872
C1856127,"Bile acid synthesis defect, congenital, 2",873
C3151147,"Bile Acid Synthesis Defect, Congenital, 3",874
C1858328,"Bile acid synthesis defect, congenital, 4",875
C4225390,"BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5",876
C4310624,"BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6",877
C0740277,Bile duct carcinoma,878
C0005411,Biliary Atresia,879
C4274029,Biliary atresia with splenic malformation syndrome,880
C0023892,Biliary cirrhosis,881
C4551595,"Biliary Cirrhosis, Primary, 1",882
C0750952,Biliary Tract Cancer,883
C0005426,Biliary Tract Neoplasm,884
C0270786,Binswanger Disease,885
C0751780,Biotin-Responsive Encephalopathy,886
C0220754,Biotinidase Deficiency,887
C0005586,Bipolar Disorder,888
C0853193,Bipolar I disorder,889
C3150657,BIRBECK GRANULE DEFICIENCY,890
C2676770,Birk-Barel Mental Retardation Dysmorphism Syndrome,891
C4539828,BIRK-LANDAU-PEREZ SYNDROME,892
C0005689,Bladder Exstrophy,893
C0005695,Bladder Neoplasm,894
C3501679,Bleeding Disorder due to Defective Thromboxane A2 Receptor,895
C1853278,Bleeding Disorder Due To P2RY12 Defect,896
C3279614,"BLEEDING DISORDER, PLATELET-TYPE, 13, SUSCEPTIBILITY TO",897
C3554663,"BLEEDING DISORDER, PLATELET-TYPE, 15",898
C4014584,"BLEEDING DISORDER, PLATELET-TYPE, 18",899
C4015405,"BLEEDING DISORDER, PLATELET-TYPE, 19",900
C4310797,"BLEEDING DISORDER, PLATELET-TYPE, 20",901
C1861536,Blepharo-cheilo-dontic syndrome,902
C2931135,Blepharophimosis syndrome type 1,903
C0220663,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)",904
C3714208,"Blepharophimosis, Ptosis, and Epicanthus Inversus Type II",905
C0005745,Blepharoptosis,906
C0005747,Blepharospasm,907
C0339730,"Blindness, Acquired",908
C0271215,"Blindness, Legal",909
C0750958,"Blindness, Monocular",910
C0398568,Blood group deletion syndrome,911
C0005859,Bloom Syndrome,912
C3714239,Bmpr1a-Related Juvenile Polyposis,913
C0796232,Bohring syndrome,914
C2676285,"Bone Fragility with Contractures, Arterial Rupture, and Deafness",915
C3808553,Bone marrow failure syndrome 1,916
C3810350,Bone marrow failure syndrome 2,917
C4310744,BONE MARROW FAILURE SYNDROME 3,918
C4748257,BONE MARROW FAILURE SYNDROME 4,919
C2931245,Bone Marrow failure syndromes,920
C0265339,Borjeson-Forssman-Lehmann syndrome,921
C3159311,BORNHOLM EYE DISEASE,922
C1832216,Bosley-Salih-Alorainy Syndrome,923
C1843816,Bothnia Retinal Dystrophy,924
C0006079,Bowen's Disease,925
C1859405,Bowen-Conradi syndrome,926
C1862264,Bpes With Duane Retraction Syndrome,927
C1862262,Bpes With Ovarian Failure,928
C1862263,Bpes Without Ovarian Failure,929
C1970106,"Bpes, Type I, Autosomal Recessive",930
C0085920,Brachial Neuralgia,931
C0221759,Brachial Plexus Neuritis,932
C0221356,Brachycephaly,933
C4479431,"BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY",934
C0221357,Brachydactyly,935
C1300268,Brachydactyly syndrome type C,936
C1862103,Brachydactyly type C,937
C1862170,Brachydactyly with hypertension,938
C1862151,"BRACHYDACTYLY, TYPE A1 (disorder)",939
C3554446,"BRACHYDACTYLY, TYPE A1, C",940
C4225183,"BRACHYDACTYLY, TYPE A1, D",941
C1832702,"BRACHYDACTYLY, TYPE A2",942
C1969652,"BRACHYDACTYLY, TYPE B2 (disorder)",943
C0432228,Brachyolmia,944
C1844853,Brachytelephalangic Chondrodysplasia Punctata,945
C0751003,Brain Aneurysm,946
C3502469,"Brain Anomalies, Retardation, Ectodermal Dysplasia, Skeletal Malformations, Hirschsprung Disease, Ear-Eye Anomalies, Cleft Palate-Cryptorchidism, And Kidney Dysplasia-Hypoplasia",947
C3150910,Brain calcification Rajab type,948
C0751955,Brain Infarction,949
C0007786,Brain Ischemia,950
C4478940,BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS,951
C0751022,"Brain Stem Ischemia, Transient",952
C0751886,"Brain Stem Neoplasms, Primary",953
C0752144,Brain Thrombosis,954
C0936261,Brain Thrombus,955
C0750974,"Brain Tumor, Primary",956
C3554078,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY,957
C0376524,Branchio-Oculo-Facial Syndrome,958
