GeneID,id
3082,1436
1493,1437
4811,1438
83660,1439
10319,1440
5329,1441
1291,1442
7094,1443
1284,1444
3682,1445
7057,1446
5747,1447
22801,1448
1286,1449
3690,1450
5829,1451
4233,1452
7045,1453
5649,1454
941,1455
7408,1456
1292,1457
3689,1458
3691,1459
1285,1460
1277,1461
3911,1462
3655,1463
7058,1464
3680,1465
3914,1466
3694,1467
3696,1468
80781,1469
7804,1470
87,1471
682,1472
1600,1473
81,1474
3672,1475
8515,1476
3673,1477
1464,1478
7448,1479
3681,1480
3918,1481
3695,1482
1278,1483
3693,1484
1282,1485
3883,1486
8689,1487
374454,1488
3889,1489
8688,1490
54474,1491
342574,1492
3868,1493
3852,1494
3882,1495
338785,1496
286887,1497
