geneID,Gene_name,gid
12,SERPINA3,1289
321,APBA2,1290
642,BLMH,1291
3032,HADHB,1292
5664,PSEN2,1293
5663,PSEN1,1294
2932,GSK3B,1295
10307,APBB3,1296
839,CASP6,1297
9454,HOMER3,1298
9455,HOMER2,1299
63941,NECAB3,1300
1600,DAB1,1301
9253,NUMBL,1302
10418,SPON1,1303
84570,COL25A1,1304
53358,SHC3,1305
857,CAV1,1306
25825,BACE2,1307
2817,GPC1,1308
348,APOE,1309
8883,NAE1,1310
2161,F12,1311
1191,CLU,1312
23385,NCSTN,1313
9479,MAPK8IP1,1314
23542,MAPK8IP2,1315
53353,LRP1B,1316
10134,BCAP31,1317
23621,BACE1,1318
837,CASP4,1319
4035,LRP1,1320
320,APBA1,1321
9546,APBA3,1322
3827,KNG1,1323
10524,KAT5,1324
3163,HMOX2,1325
9445,ITM2B,1326
10211,FLOT1,1327
6622,SNCA,1328
3831,KLC1,1329
5481,PPID,1330
26119,LDLRAP1,1331
9369,NRXN3,1332
54413,NLGN3,1333
8573,CASK,1334
4782,NFIC,1335
4781,NFIB,1336
9500,MAGED1,1337
3097,HIVEP2,1338
4784,NFIX,1339
10474,TADA3,1340
9378,NRXN1,1341
84958,SYTL1,1342
94120,SYTL3,1343
54843,SYTL2,1344
23499,MACF1,1345
27111,SDCBP2,1346
57586,SYT13,1347
26037,SIPA1L1,1348
57555,NLGN2,1349
22871,NLGN1,1350
22895,RPH3A,1351
23026,MYO16,1352
143425,SYT9,1353
6857,SYT1,1354
127833,SYT2,1355
6860,SYT4,1356
6861,SYT5,1357
148281,SYT6,1358
9066,SYT7,1359
23037,PDZD2,1360
11248,NXPH3,1361
11249,NXPH2,1362
30010,NXPH1,1363
222546,RFX6,1364
324,APC,1365
22920,KIFAP3,1366
8826,IQGAP1,1367
7020,TFAP2A,1368
50649,ARHGEF4,1369
3728,JUP,1370
9229,DLGAP1,1371
22919,MAPRE1,1372
6101,RP1,1373
699,BUB1,1374
6477,SIAH1,1375
4582,MUC1,1376
5525,PPP2R5A,1377
5783,PTPN13,1378
5515,PPP2CA,1379
1454,CSNK1E,1380
6059,ABCE1,1381
6036,RNASE2,1382
6041,RNASEL,1383
7385,UQCRC2,1384
57142,RTN4,1385
7384,UQCRC1,1386
7511,XPNPEP1,1387
23649,POLA2,1388
60561,RINT1,1389
6522,SLC4A2,1390
760,CA2,1391
2038,EPB42,1392
2677,GGCX,1393
2147,F2,1394
2155,F7,1395
2158,F9,1396
632,BGLAP,1397
2159,F10,1398
5624,PROC,1399
653361,NCF1,1400
10656,KHDRBS3,1401
5336,PLCG2,1402
6595,SMARCA2,1403
6774,STAT3,1404
5921,RASA1,1405
5753,PTK6,1406
10750,GRAP,1407
9402,GRAP2,1408
3718,JAK3,1409
5295,PIK3R1,1410
91746,YTHDC1,1411
10381,TUBB3,1412
3055,HCK,1413
5777,PTPN6,1414
4690,NCK1,1415
695,BTK,1416
867,CBL,1417
5913,RAPSN,1418
983,CDK1,1419
3190,HNRNPK,1420
10436,EMG1,1421
3932,LCK,1422
11193,WBP4,1423
84708,LNX1,1424
80125,CCDC33,1425
9491,PSMF1,1426
27316,RBMX,1427
5940,RBMY1A1,1428
9905,SGSM2,1429
79797,ZNF408,1430
79873,NUDT18,1431
202559,KHDRBS2,1432
246329,STAC3,1433
54819,ZCCHC10,1434
5465,PPARA,1435
3973,LHCGR,1436
3972,LHB,1437
1081,CGA,1438
9368,SLC9A3R1,1439
83539,CHST9,1440
10755,GIPC1,1441
7253,TSHR,1442
2771,GNAI2,1443
79720,VPS37B,1444
7251,TSG101,1445
51160,VPS28,1446
10570,DPYSL4,1447
56896,DPYSL5,1448
1808,DPYSL2,1449
1809,DPYSL3,1450
3309,HSPA5,1451
1807,DPYS,1452
2242,FES,1453
5338,PLD2,1454
203068,TUBB,1455
1400,CRMP1,1456
3485,IGFBP2,1457
7018,TF,1458
3817,KLK2,1459
3479,IGF1,1460
3486,IGFBP3,1461
2975,GTF3C1,1462
3818,KLKB1,1463
3480,IGF1R,1464
2821,GPI,1465
4052,LTBP1,1466
960,CD44,1467
1511,CTSG,1468
354,KLK3,1469
8038,ADAM12,1470
3483,IGFALS,1471
5340,PLG,1472
4314,MMP3,1473
3484,IGFBP1,1474
56547,MMP26,1475
3489,IGFBP6,1476
3490,IGFBP7,1477
6352,CCL5,1478
6382,SDC1,1479
3630,INS,1480
3624,INHBA,1481
7422,VEGFA,1482
6366,CCL21,1483
3627,CXCL10,1484
3487,IGFBP4,1485
3488,IGFBP5,1486
7448,VTN,1487
56902,PNO1,1488
5054,SERPINE1,1489
2697,GJA1,1490
2700,GJA3,1491
2702,GJA5,1492
1445,CSK,1493
5578,PRKCA,1494
1453,CSNK1D,1495
27352,SGSM3,1496
5598,MAPK7,1497
4284,MIP,1498
187,APLNR,1499
8862,APLN,1500
2703,GJA8,1501
8516,ITGA8,1502
255743,NPNT,1503
51074,APIP,1504
84313,VPS25,1505
317,APAF1,1506
8890,EIF2B4,1507
8892,EIF2B2,1508
1965,EIF2S1,1509
8894,EIF2S2,1510
8893,EIF2B5,1511
1452,CSNK1A1,1512
2931,GSK3A,1513
27243,CHMP2A,1514
7203,CCT3,1515
1967,EIF2B1,1516
8891,EIF2B3,1517
8614,STC2,1518
51280,GOLM1,1519
4714,NDUFB8,1520
51073,MRPL4,1521
151,ADRA2B,1522
150,ADRA2A,1523
154,ADRB2,1524
152,ADRA2C,1525
11215,AKAP11,1526
5979,RET,1527
158798,AKAP14,1528
9590,AKAP12,1529
11214,AKAP13,1530
11216,AKAP10,1531
84073,MYCBPAP,1532
5613,PRKX,1533
10981,RAB32,1534
863,CBFA2T3,1535
26960,NBEA,1536
6407,SEMG2,1537
10564,ARFGEF2,1538
8936,WASF1,1539
9495,AKAP5,1540
9472,AKAP6,1541
9465,AKAP7,1542
5500,PPP1CB,1543
8165,AKAP1,1544
10566,AKAP3,1545
10270,AKAP8,1546
6344,SCTR,1547
862,RUNX1T1,1548
5577,PRKAR2B,1549
8852,AKAP4,1550
3927,LASP1,1551
10628,TXNIP,1552
7295,TXN,1553
8796,SCEL,1554
3838,KPNA2,1555
27033,ZBTB32,1556
7296,TXNRD1,1557
4291,MLF1,1558
8533,COPS3,1559
2901,GRIK5,1560
29959,NRBP1,1561
23475,QPRT,1562
51684,SUFU,1563
9742,IFT140,1564
2188,FANCF,1565
2189,FANCG,1566
93145,OLFM2,1567
2176,FANCC,1568
2175,FANCA,1569
3280,HES1,1570
3674,ITGA2B,1571
1207,CLNS1A,1572
948,CD36,1573
10519,CIB1,1574
7450,VWF,1575
1280,COL2A1,1576
2243,FGA,1577
3428,IFI16,1578
3398,ID2,1579
3399,ID3,1580
3397,ID1,1581
7158,TP53BP1,1582
54102,CLIC6,1583
1815,DRD4,1584
1814,DRD3,1585
10878,CFHR3,1586
25932,CLIC4,1587
53405,CLIC5,1588
87,ACTN1,1589
1193,CLIC2,1590
6399,TRAPPC2,1591
9379,NRXN2,1592
90678,LRSAM1,1593
4595,MUTYH,1594
6258,RXRG,1595
51252,FAM178B,1596
8794,TNFRSF10C,1597
4633,MYL2,1598
11282,MGAT4B,1599
79142,PHF23,1600
3678,ITGA5,1601
2064,ERBB2,1602
5175,PECAM1,1603
80781,COL18A1,1604
11188,NISCH,1605
3371,TNC,1606
394,ARHGAP5,1607
2324,FLT4,1608
284,ANGPT1,1609
2263,FGFR2,1610
10430,TMEM147,1611
51225,ABI3,1612
432,ASGR1,1613
1719,DHFR,1614
7184,HSP90B1,1615
433,ASGR2,1616
7038,TG,1617
3320,HSP90AA1,1618
2157,F8,1619
668,FOXL2,1620
3655,ITGA6,1621
3691,ITGB4,1622
3921,RPSA,1623
5125,PCSK5,1624
967,CD63,1625
1308,COL17A1,1626
2300,FOXL1,1627
659,BMPR2,1628
8539,API5,1629
2247,FGF2,1630
3113,HLA-DPA1,1631
972,CD74,1632
3115,HLA-DPB1,1633
920,CD4,1634
26017,FAM32A,1635
55968,NSFL1C,1636
57179,KIAA1191,1637
79159,NOL12,1638
138065,RNF183,1639
25900,IFFO1,1640
89885,FATE1,1641
2203,FBP1,1642
148223,C19orf25,1643
79173,BRME1,1644
4603,MYBL1,1645
4691,NCL,1646
9572,NR1D1,1647
9975,NR1D2,1648
10002,NR2E3,1649
57727,NCOA5,1650
9104,RGN,1651
4605,MYBL2,1652
898,CCNE1,1653
286826,LIN9,1654
8900,CCNA1,1655
890,CCNA2,1656
997,CDC34,1657
90441,ZNF622,1658
27044,SND1,1659
9270,ITGB1BP1,1660
4036,LRP2,1661
889,KRIT1,1662
26548,ITGB1BP2,1663
7553,ZNF7,1664
6129,RPL7,1665
54962,TIPIN,1666
8914,TIMELESS,1667
56673,C11orf16,1668
7535,ZAP70,1669
52,ACP1,1670
55824,PAG1,1671
9846,GAB2,1672
54900,LAX1,1673
921,CD5,1674
2185,PTK2B,1675
919,CD247,1676
6452,SH3BP2,1677
1398,CRK,1678
974,CD79B,1679
26191,PTPN22,1680
7305,TYROBP,1681
84174,SLA2,1682
27240,SIT1,1683
115352,FCRL3,1684
84433,CARD11,1685
1845,DUSP3,1686
2214,FCGR3A,1687
6461,SHB,1688
10019,SH2B3,1689
5774,PTPN3,1690
3937,LCP2,1691
6503,SLA,1692
28988,DBNL,1693
7409,VAV1,1694
5618,PRLR,1695
150372,NFAM1,1696
3454,IFNAR1,1697
27040,LAT,1698
114836,SLAMF6,1699
7456,WIPF1,1700
916,CD3E,1701
81620,CDT1,1702
5511,PPP1R8,1703
4173,MCM4,1704
9833,MELK,1705
4174,MCM5,1706
5499,PPP1CA,1707
4688,NCF2,1708
4843,NOS2,1709
1794,DOCK2,1710
6242,RTKN,1711
23647,ARFIP2,1712
397,ARHGDIB,1713
396,ARHGDIA,1714
10811,NOXA1,1715
2664,GDI1,1716
23463,ICMT,1717
5881,RAC3,1718
6927,HNF1A,1719
29123,ANKRD11,1720
1124,CHN2,1721
1123,CHN1,1722
84552,PARD6G,1723
8874,ARHGEF7,1724
752,FMNL1,1725
9181,ARHGEF2,1726
84612,PARD6B,1727
50855,PARD6A,1728
5305,PIP4K2A,1729
1729,DIAPH1,1730
8871,SYNJ2,1731
5521,PPP2R2B,1732
5337,PLD1,1733
7097,TLR2,1734
55843,ARHGAP15,1735
5062,PAK2,1736
81704,DOCK8,1737
84218,TBC1D3F,1738
10988,METAP2,1739
3459,IFNGR1,1740
51330,TNFRSF12A,1741
10787,NCKAP1,1742
5364,PLXNB1,1743
7074,TIAM1,1744
55561,CDC42BPG,1745
4216,MAP3K4,1746
5910,RAP1GDS1,1747
4543,MTNR1A,1748
10451,VAV3,1749
7410,VAV2,1750
10458,BAIAP2,1751
10928,RALBP1,1752
56990,CDC42SE2,1753
56882,CDC42SE1,1754
6418,SET,1755
6772,STAT1,1756
6198,RPS6KB1,1757
7204,TRIO,1758
7454,WAS,1759
29109,FHOD1,1760
5923,RASGRF1,1761
5610,EIF2AK2,1762
4952,OCRL,1763
23191,CYFIP1,1764
3895,KTN1,1765
10788,IQGAP2,1766
4983,OPHN1,1767
1856,DVL2,1768
398,ARHGDIG,1769
5584,PRKCI,1770
1536,CYBB,1771
1535,CYBA,1772
3556,IL1RAP,1773
64857,PLEKHG2,1774
840,CASP7,1775
55920,RCC2,1776
4296,MAP3K11,1777
1793,DOCK1,1778
7414,VCL,1779
10580,SORBS1,1780
4892,NRAP,1781
125950,RAVER1,1782
5720,PSME1,1783
10391,CORO2B,1784
7408,VASP,1785
1495,CTNNA1,1786
10152,ABI2,1787
6401,SELE,1788
5310,PKD1,1789
7415,VCP,1790
10013,HDAC6,1791
4792,NFKBIA,1792
387082,SUMO4,1793
22888,UBOX5,1794
79139,DERL1,1795
3717,JAK2,1796
137886,UBXN2B,1797
80124,VCPIP1,1798
5700,PSMC1,1799
80700,UBXN6,1800
7486,WRN,1801
10953,TOMM34,1802
25897,RNF19A,1803
10277,UBE4B,1804
9354,UBE4A,1805
6811,STX5,1806
267,AMFR,1807
4287,ATXN3,1808
10815,CPLX1,1809
6804,STX1A,1810
1175,AP2S1,1811
2690,GHR,1812
22841,RAB11FIP2,1813
84258,SYT3,1814
9342,SNAP29,1815
6462,SHBG,1816
7913,DEK,1817
1785,DNM2,1818
9685,CLINT1,1819
3092,HIP1,1820
51172,NAGPA,1821
8301,PICALM,1822
9829,DNAJC6,1823
9892,SNAP91,1824
1174,AP1S1,1825
8618,CADPS,1826
8394,PIP5K1A,1827
57670,KIAA1549,1828
51631,LUC7L2,1829
29994,BAZ2B,1830
5089,PBX2,1831
92806,CENPBD1P,1832
283234,CCDC88B,1833
55625,ZDHHC7,1834
2647,BLOC1S1,1835
3218,HOXB8,1836
6124,RPL4,1837
64754,SMYD3,1838
10445,MCRS1,1839
11258,DCTN3,1840
5316,PKNOX1,1841
5087,PBX1,1842
5090,PBX3,1843
57085,AGTRAP,1844
4211,MEIS1,1845
4628,MYH10,1846
3233,HOXD4,1847
3211,HOXB1,1848
3206,HOXA10,1849
3202,HOXA5,1850
6604,SMARCD3,1851
3236,HOXD10,1852
326,AIRE,1853
54888,NSUN2,1854
9212,AURKB,1855
387338,NSUN4,1856
7283,TUBG1,1857
5347,PLK1,1858
6900,CNTN2,1859
54820,NDE1,1860
7278,TUBA3C,1861
29127,RACGAP1,1862
10376,TUBA1B,1863
57787,MARK4,1864
55835,CENPJ,1865
5116,PCNT,1866
375686,SPATC1,1867
10426,TUBGCP3,1868
27229,TUBGCP4,1869
27175,TUBG2,1870
8643,PTCH2,1871
6469,SHH,1872
6608,SMO,1873
3549,IHH,1874
50846,DHH,1875
5727,PTCH1,1876
891,CCNB1,1877
10469,TIMM44,1878
100287932,TIMM23,1879
10440,TIMM17A,1880
7284,TUFM,1881
523,ATP6V1A,1882
144715,RAD9B,1883
135458,HUS1B,1884
3364,HUS1,1885
5883,RAD9A,1886
5884,RAD17,1887
5810,RAD1,1888
11073,TOPBP1,1889
63967,CLSPN,1890
79915,ATAD5,1891
4292,MLH1,1892
598,BCL2L1,1893
50618,ITSN2,1894
51614,ERGIC3,1895
57222,ERGIC1,1896
284358,MAMSTR,1897
93649,MYOCD,1898
5506,PPP1R3A,1899
1760,DMPK,1900
8409,UXT,1901
27443,CECR2,1902
10128,LRPPRC,1903
1827,RCAN1,1904
27257,LSM1,1905
805,CALM2,1906
4617,MYF5,1907
4618,MYF6,1908
9657,IQCB1,1909
55052,MRPL20,1910
4082,MARCKS,1911
2915,GRM5,1912
2917,GRM7,1913
8721,EDF1,1914
6925,TCF4,1915
430,ASCL2,1916
5470,PPEF2,1917
56479,KCNQ5,1918
3785,KCNQ2,1919
3786,KCNQ3,1920
5475,PPEF1,1921
800,CALD1,1922
4760,NEUROD1,1923
808,CALM3,1924
50488,MINK1,1925
5331,PLCB3,1926
6929,TCF3,1927
51324,SPG21,1928
56474,CTPS2,1929
5631,PRPS1,1930
10567,RABAC1,1931
51076,CUTC,1932
66036,MTMR9,1933
10127,ZNF263,1934
55122,AKIRIN2,1935
55361,PI4K2A,1936
7348,UPK1B,1937
105375355,UPK3B,1938
7380,UPK3A,1939
9228,DLGAP2,1940
57502,NLGN4X,1941
2869,GRK5,1942
153,ADRB1,1943
1044,CDX1,1944
1050,CEBPA,1945
8655,DYNLL1,1946
140735,DYNLL2,1947
85461,TANC1,1948
58512,DLGAP3,1949
3739,KCNA4,1950
2905,GRIN2C,1951
22941,SHANK2,1952
50944,SHANK1,1953
84152,PPP1R1B,1954
60412,EXOC4,1955
5355,PLP2,1956
9787,DLGAP5,1957
1,A1BG,1958
10321,CRISP3,1959
1045,CDX2,1960
39,ACAT2,1961
11339,OIP5,1962
673,BRAF,1963
1182,CLCN3,1964
57120,GOPC,1965
5174,PDZK1,1966
1186,CLCN7,1967
28962,OSTM1,1968
1184,CLCN5,1969
9223,MAGI1,1970
1046,CDX4,1971
10902,BRD8,1972
7068,THRB,1973
8295,TRRAP,1974
5468,PPARG,1975
79020,C7orf25,1976
5984,RFC4,1977
5981,RFC1,1978
9076,CLDN1,1979
905,CCNT2,1980
29117,BRD7,1981
10551,AGR2,1982
6176,RPLP1,1983
3910,LAMA4,1984
8553,BHLHE40,1985
11100,HNRNPUL1,1986
2495,FTH1,1987
55183,RIF1,1988
580,BARD1,1989
5272,SERPINB9,1990
5050,PAFAH1B3,1991
8019,BRD3,1992
9001,HAP1,1993
23774,BRD1,1994
9638,FEZ1,1995
6046,BRD2,1996
10294,DNAJA2,1997
4914,NTRK1,1998
7874,USP7,1999
4233,MET,2000
5888,RAD51,2001
9278,ZBTB22,2002
8161,COIL,2003
80196,RNF34,2004
3460,IFNGR2,2005
26469,PTPN18,2006
7006,TEC,2007
2549,GAB1,2008
9050,PSTPIP2,2009
9051,PSTPIP1,2010
2734,GLG1,2011
4791,NFKB2,2012
1948,EFNB2,2013
1947,EFNB1,2014
4804,NGFR,2015
355,FAS,2016
5586,PKN2,2017
8572,PDLIM4,2018
51735,RAPGEF6,2019
59338,PLEKHA1,2020
8772,FADD,2021
9411,ARHGAP29,2022
356,FASLG,2023
1397,CRIP2,2024
54881,TEX10,2025
2322,FLT3,2026
80108,ZFP2,2027
7402,UTRN,2028
9904,RBM19,2029
23077,MYCBP2,2030
10278,EFS,2031
9564,BCAR1,2032
8675,STX16,2033
5781,PTPN11,2034
945,CD33,2035
3572,IL6ST,2036
3977,LIFR,2037
2206,MS4A2,2038
558,AXL,2039
1399,CRKL,2040
4915,NTRK2,2041
5294,PIK3CG,2042
1003,CDH5,2043
140885,SIRPA,2044
89858,SIGLEC12,2045
1441,CSF3R,2046
114132,SIGLEC11,2047
3635,INPP5D,2048
9021,SOCS3,2049
3815,KIT,2050
1439,CSF2RB,2051
139716,GAB3,2052
10817,FRS3,2053
10818,FRS2,2054
3903,LAIR1,2055
392,ARHGAP1,2056
887,CCKBR,2057
11006,LILRB4,2058
634,CEACAM1,2059
29992,PILRA,2060
29990,PILRB,2061
3716,JAK1,2062
1493,CTLA4,2063
3566,IL4R,2064
1147,CHUK,2065
2057,EPOR,2066
7132,TNFRSF1A,2067
4352,MPL,2068
780,DDR1,2069
7075,TIE1,2070
5159,PDGFRB,2071
1969,EPHA2,2072
10253,SPRY2,2073
613,BCR,2074
2321,FLT1,2075
7010,TEK,2076
9019,MPZL1,2077
151888,BTLA,2078
3791,KDR,2079
9961,MVP,2080
3953,LEPR,2081
57292,KIR2DL5A,2082
624,BDKRB2,2083
8471,IRS4,2084
6777,STAT5B,2085
6776,STAT5A,2086
340205,TREML1,2087
6504,SLAMF1,2088
847,CAT,2089
7852,CXCR4,2090
3821,KLRC1,2091
5583,PRKCH,2092
81,ACTN4,2093
27036,SIGLEC7,2094
26292,MYCBP,2095
2661,GDF9,2096
221184,CPNE2,2097
8904,CPNE1,2098
131034,CPNE4,2099
5784,PTPN14,2100
1496,CTNNA2,2101
8811,GALR2,2102
51083,GAL,2103
2776,GNAQ,2104
2587,GALR1,2105
6640,SNTA1,2106
6641,SNTB1,2107
1821,DRP2,2108
5239,PGM5,2109
1605,DAG1,2110
1837,DTNA,2111
6645,SNTB2,2112
55646,LYAR,2113
404550,C16orf74,2114
1438,CSF2RA,2115
1437,CSF2,2116
3551,IKBKB,2117
80262,PHAF1,2118
57576,KIF17,2119
832,CAPZB,2120
8975,USP13,2121
2059,EPS8,2122
5596,MAPK4,2123
8792,TNFRSF11A,2124
2120,ETV6,2125
6850,SYK,2126
1435,CSF1,2127
7462,LAT2,2128
4215,MAP3K3,2129
708,C1QBP,2130
4486,MST1R,2131
22927,HABP4,2132
10042,HMGXB4,2133
10210,TOPORS,2134
2026,ENO2,2135
5590,PRKCZ,2136
5588,PRKCQ,2137
23645,PPP1R15A,2138
63948,DMRTB1,2139
51517,NCKIPSD,2140
3275,PRMT2,2141
10174,SORBS3,2142
3603,IL16,2143
60491,NIF3L1,2144
4885,NPTX2,2145
23467,NPTXR,2146
4884,NPTX1,2147
5955,RCN2,2148
57447,NDRG2,2149
79090,TRAPPC6A,2150
27095,TRAPPC3,2151
25788,RAD54B,2152
7291,TWIST1,2153
3170,FOXA2,2154
55819,RNF130,2155
10093,ARPC4,2156
6326,SCN2A,2157
65059,RAPH1,2158
23268,DNMBP,2159
51726,DNAJB11,2160
339,APOBEC1,2161
197131,UBR1,2162
3119,HLA-DQB1,2163
3117,HLA-DQA1,2164
51444,RNF138,2165
9444,QKI,2166
57060,PCBP4,2167
6880,TAF9,2168
11236,RNF139,2169
3199,HOXA2,2170
23136,EPB41L3,2171
10419,PRMT5,2172
1974,EIF4A2,2173
26511,CHIC2,2174
30008,EFEMP2,2175
51070,NOSIP,2176
2307,FOXS1,2177
51545,ZNF581,2178
9802,DAZAP2,2179
373,TRIM23,2180
84445,LZTS2,2181
1024,CDK8,2182
1030,CDKN2B,2183
9794,MAML1,2184
9412,MED21,2185
81857,MED25,2186
9441,MED26,2187
9968,MED12,2188
892,CCNC,2189
112950,MED8,2190
55090,MED9,2191
902,CCNH,2192
25976,TIPARP,2193
22803,XRN2,2194
23566,LPAR3,2195
8263,F8A1,2196
81793,TLR10,2197
10681,GNB5,2198
2742,GLRA2,2199
9535,GMFG,2200
57118,CAMK1D,2201
6446,SGK1,2202
64005,MYO1G,2203
4542,MYO1F,2204
4643,MYO1E,2205
4641,MYO1C,2206
54700,RRN3,2207
9031,BAZ1B,2208
4640,MYO1A,2209
71,ACTG1,2210
8534,CHST1,2211
2810,SFN,2212
353091,RAET1G,2213
22914,KLRK1,2214
80329,ULBP1,2215
91782,CHMP7,2216
79643,CHMP6,2217
51108,METTL9,2218
51028,VPS36,2219
84337,ELOF1,2220
29082,CHMP4A,2221
11267,SNF8,2222
11183,MAP4K5,2223
640,BLK,2224
27,ABL2,2225
84966,IGSF21,2226
5770,PTPN1,2227
2887,GRB10,2228
56917,MEIS3,2229
4212,MEIS2,2230
259215,LY6G6F,2231
2886,GRB7,2232
22933,SIRT2,2233
6688,SPI1,2234
83983,TSSK6,2235
3326,HSP90AB1,2236
858,CAV2,2237
4536,MT-ND2,2238
2268,FGR,2239
7067,THRA,2240
55620,STAP2,2241
59341,TRPV4,2242
23624,CBLC,2243
4836,NMT1,2244
493,ATP2B4,2245
4638,MYLK,2246
23607,CD2AP,2247
8856,NR1I2,2248
80306,MED28,2249
5148,PDE6G,2250
51466,EVL,2251
84632,AFAP1L2,2252
7185,TRAF1,2253
8631,SKAP1,2254
302,ANXA2,2255
6549,SLC9A2,2256
9322,TRIP10,2257
1084,CEACAM3,2258
660,BMX,2259
2984,GUCY2C,2260
9855,FARP2,2261
4868,NPHS1,2262
7301,TYRO3,2263
4921,DDR2,2264
50807,ASAP1,2265
301,ANXA1,2266
28964,GIT1,2267
4145,MATK,2268
7429,VIL1,2269
225689,MAPK15,2270
2017,CTTN,2271
7225,TRPC6,2272
1500,CTNND1,2273
3741,KCNA5,2274
6778,STAT6,2275
64866,CDCP1,2276
6722,SRF,2277
51729,WBP11,2278
3570,IL6R,2279
3745,KCNB1,2280
6004,RGS16,2281
27071,DAPP1,2282
155,ADRB3,2283
51741,WWOX,2284
7275,TUB,2285
9644,SH3PXD2A,2286
5587,PRKD1,2287
55114,ARHGAP17,2288
8751,ADAM15,2289
10044,SH2D3C,2290
60312,AFAP1,2291
8506,CNTNAP1,2292
11099,PTPN21,2293
7294,TXK,2294
3636,INPPL1,2295
2705,GJB1,2296
50852,TRAT1,2297
2114,ETS2,2298
1796,DOK1,2299
55715,DOK4,2300
7015,TERT,2301
2670,GFAP,2302
8525,DGKZ,2303
6598,SMARCB1,2304
9046,DOK2,2305
4179,CD46,2306
407,ARR3,2307
1606,DGKA,2308
5791,PTPRE,2309
5786,PTPRA,2310
5170,PDPK1,2311
283629,TSSK4,2312
1385,CREB1,2313
7466,WFS1,2314
3692,EIF6,2315
159296,NKX2-3,2316
7003,TEAD1,2317
1482,NKX2-5,2318
8648,NCOA1,2319
9261,MAPKAPK2,2320
2273,FHL1,2321
29108,PYCARD,2322
2005,ELK4,2323
153443,SRFBP1,2324
8538,BARX2,2325
2626,GATA4,2326
2118,ETV4,2327
6195,RPS6KA1,2328
84525,HOPX,2329
2962,GTF2F1,2330
842,CASP9,2331
2002,ELK1,2332
4824,NKX3-1,2333
9562,MINPP1,2334
5396,PRRX1,2335
22926,ATF6,2336
25801,GCA,2337
775,CACNA1C,2338
310,ANXA7,2339
311,ANXA11,2340
779,CACNA1S,2341
114,ADCY8,2342
3958,LGALS3,2343
3982,LIM2,2344
2212,FCGR2A,2345
3959,LGALS3BP,2346
8029,CUBN,2347
50626,CYHR1,2348
3957,LGALS2,2349
4049,LTA,2350
924,CD7,2351
94025,MUC16,2352
7441,VPREB1,2353
9351,SLC9A3R2,2354
7757,ZNF208,2355
3963,LGALS7,2356
771,CA12,2357
3960,LGALS4,2358
10094,ARPC3,2359
10874,NMU,2360
56923,NMUR2,2361
10316,NMUR1,2362
27102,EIF2AK1,2363
11140,CDC37,2364
9451,EIF2AK3,2365
4780,NFE2L2,2366
5611,DNAJC3,2367
7297,TYK2,2368
1998,ELF2,2369
114609,TIRAP,2370
4217,MAP3K5,2371
8575,PRKRA,2372
4869,NPM1,2373
5501,PPP1CC,2374
79706,PRKRIP1,2375
55342,STRBP,2376
10728,PTGES3,2377
6895,TARBP2,2378
6612,SUMO3,2379
6613,SUMO2,2380
26135,SERBP1,2381
7080,NKX2-1,2382
81628,TSC22D4,2383
4828,NMB,2384
1200,TPP1,2385
4829,NMBR,2386
2069,EREG,2387
2066,ERBB4,2388
375,ARF1,2389
9185,REPS2,2390
8853,ASAP2,2391
381,ARF5,2392
4651,MYO10,2393
810,CALML3,2394
8399,PLA2G10,2395
4218,RAB8A,2396
5868,RAB5A,2397
5861,RAB1A,2398
9950,GOLGA5,2399
51552,RAB14,2400
4321,MMP12,2401
2191,FAP,2402
5217,PFN2,2403
6835,SURF2,2404
27286,SRPX2,2405
10233,LRRC23,2406
940,CD28,2407
9526,MPDU1,2408
79947,DHDDS,2409
10245,TIMM17B,2410
2650,GCNT1,2411
8178,ELL,2412
29844,TFPT,2413
85403,EAF1,2414
79095,BBLN,2415
80347,COASY,2416
9470,EIF4E2,2417
149371,EXOC8,2418
9513,FXR2,2419
51421,AMOTL2,2420
9055,PRC1,2421
58526,MID1IP1,2422
4281,MID1,2423
5277,PIGA,2424
5283,PIGH,2425
8818,DPM2,2426
84992,PIGY,2427
5279,PIGC,2428
5281,PIGF,2429
54872,PIGG,2430
84720,PIGO,2431
10203,CALCRL,2432
27297,CRCP,2433
10267,RAMP1,2434
10268,RAMP3,2435
10266,RAMP2,2436
796,CALCA,2437
10026,PIGK,2438
250,ALPP,2439
51604,PIGT,2440
8733,GPAA1,2441
93183,PIGM,2442
54965,PIGX,2443
5284,PIGR,2444
973,CD79A,2445
8907,AP1M1,2446
80895,ILKAP,2447
3611,ILK,2448
128869,PIGU,2449
6876,TAGLN,2450
79735,TBC1D17,2451
1891,ECH1,2452
2634,GBP2,2453
51003,MED31,2454
9842,PLEKHM1,2455
2744,GLS,2456
27165,GLS2,2457
2822,GPLD1,2458
114822,RHPN1,2459
54763,ROPN1,2460
60528,ELAC2,2461
4701,NDUFA7,2462
6015,RING1,2463
1523,CUX1,2464
4973,OLR1,2465
85415,RHPN2,2466
388,RHOB,2467
10250,SRRM1,2468
5163,PDK1,2469
5160,PDHA1,2470
1737,DLAT,2471
5164,PDK2,2472
5165,PDK3,2473
8050,PDHX,2474
23119,HIC2,2475
79763,ISOC2,2476
10682,EBP,2477
84650,EBPL,2478
5166,PDK4,2479
84676,TRIM63,2480
8658,TNKS,2481
80351,TNKS2,2482
248,ALPI,2483
636,BICD1,2484
29927,SEC61A1,2485
27230,SERP1,2486
55176,SEC61A2,2487
338,APOB,2488
