TopK,1,5,10,15,20,25,30,35,50,100,150,200,250,300
hit,0.8413469287176543,3.708592417683327,6.377633477633478,8.458333333333334,9.742424242424242,10.681818181818182,11.469696969696969,12.303030303030301,14.068181818181818,17.227272727272727,17.681818181818183,17.681818181818183,17.681818181818183,17.681818181818183
hit_ratio,0.8413469287176543,0.7599003017184836,0.6832178932178934,0.6381313131313132,0.5893939393939394,0.5581818181818181,0.5414141414141415,0.5365800865800865,0.5240909090909092,0.5013636363636363,0.5,0.5,0.5,0.5
recall,0.14821003314569378,0.4590218962134547,0.6572129692097223,0.7659866270093544,0.8218567165158075,0.8502127490114504,0.8716412267386295,0.892824159967017,0.933281844418208,0.9927849927849928,1.0,1.0,1.0,1.0
precision,0.8413469287176543,0.7599003017184836,0.6832178932178934,0.6381313131313132,0.5893939393939394,0.5581818181818181,0.5414141414141415,0.5365800865800865,0.5240909090909092,0.5013636363636363,0.5,0.5,0.5,0.5
F1,0.21398816902782333,0.4958135005773487,0.6051705528153731,0.641944109155551,0.6438697767411373,0.6394230533695585,0.6403634160656835,0.6479200331665251,0.6600287740726964,0.6659230340211933,0.6666666666666664,0.6666666666666664,0.6666666666666664,0.6666666666666664
MCC,0.21047676526985762,0.3194463349039125,0.3123284533100421,0.27651646386362444,0.20258128603573125,0.13455399119545694,0.08453969079474563,0.08086605421445846,0.05106547268375048,0.00534862186740502,0.0,0.0,0.0,0.0
ACC_num,0.8413469287176543,3.708592417683327,6.377633477633478,8.458333333333334,9.742424242424242,10.681818181818182,11.469696969696969,12.303030303030301,14.068181818181818,17.227272727272727,17.681818181818183,17.681818181818183,17.681818181818183,17.681818181818183
ACC,0.5677484186418715,0.6362592782397978,0.644263490838166,0.6248091626987731,0.5894281782431133,0.5564057263083237,0.5384034688255468,0.5343498060381177,0.5253176945709414,0.5021645021645021,0.5,0.5,0.5,0.5
AUC,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511,0.8464126874066511
AUPR,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468,0.8235986701795468
avgPrecision,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378,0.8347230172784378
