GeneID1,GeneID2,weight
9869,81890,1.0
9869,192111,1.0
9869,6783,1.0
9869,9587,1.0
9869,56944,1.0
9869,5464,1.0
9869,55299,1.0
9869,1611,1.0
9869,8848,1.0
9869,54810,1.0
9869,29903,1.0
9869,10991,1.0
9869,2078,1.0
9869,427,1.0
9869,10626,1.0
9869,57664,1.0
9869,80228,1.0
9869,9446,1.0
9869,8237,1.0
9869,78987,1.0
9869,55274,1.0
9869,9706,1.0
9869,199745,1.0
26994,11060,1.0
26994,83737,1.0
26994,11059,1.0
26994,4734,1.0
26994,51619,1.0
26994,10617,1.0
26994,7322,1.0
26994,8078,1.0
26994,2074,1.0
26994,7321,1.0
26994,8737,1.0
26994,9372,1.0
26994,8517,1.0
26994,10422,1.0
26994,4646,1.0
26994,11201,1.0
26994,133957,1.0
26994,2060,1.0
26994,64750,1.0
26994,10075,1.0
26994,29978,1.0
26994,10241,1.0
26994,9765,1.0
26994,56893,1.0
26994,5788,1.0
26994,6625,1.0
26994,868,1.0
26994,6233,1.0
26994,10133,1.0
26994,27342,1.0
26994,29924,1.0
26994,55040,1.0
26994,22905,1.0
26994,26088,1.0
26994,54165,1.0
26994,23163,1.0
26994,10318,1.0
26994,6386,1.0
26994,8887,1.0
26994,8925,1.0
26994,7334,1.0
26994,165918,1.0
26994,10015,1.0
26994,7128,1.0
26994,23327,1.0
26994,7311,1.0
26994,8924,1.0
26994,59348,1.0
26994,146691,1.0
26994,7314,1.0
26994,7316,1.0
26994,84164,1.0
26994,10254,1.0
11060,26994,1.0
11060,1822,1.0
11060,2130,1.0
11060,7159,1.0
11060,7020,1.0
11060,5921,1.0
11060,7408,1.0
11060,1184,1.0
11060,7874,1.0
11060,1605,1.0
11060,3570,1.0
11060,3561,1.0
11060,7536,1.0
11060,11052,1.0
11060,9260,1.0
11060,54602,1.0
11060,10067,1.0
11060,6340,1.0
11060,6338,1.0
11060,6337,1.0
11060,23559,1.0
83737,26994,1.0
83737,8737,1.0
83737,3725,1.0
83737,5430,1.0
83737,1822,1.0
83737,100506658,1.0
83737,4739,1.0
83737,7161,1.0
83737,4851,1.0
83737,6456,1.0
83737,8650,1.0
83737,867,1.0
83737,59341,1.0
83737,23624,1.0
83737,11052,1.0
83737,7442,1.0
83737,54602,1.0
83737,23678,1.0
83737,7223,1.0
83737,1840,1.0
11059,26994,1.0
11059,1822,1.0
11059,4090,1.0
11059,2130,1.0
11059,7050,1.0
11059,7159,1.0
11059,7020,1.0
11059,5921,1.0
11059,1184,1.0
11059,1605,1.0
11059,9802,1.0
11059,3570,1.0
11059,3561,1.0
11059,11052,1.0
11059,27332,1.0
11059,7805,1.0
11059,23559,1.0
11059,10365,1.0
11059,4778,1.0
4734,7324,1.0
4734,26994,1.0
4734,7322,1.0
4734,2060,1.0
4734,868,1.0
4734,836,1.0
4734,7332,1.0
4734,9516,1.0
4734,7161,1.0
4734,9146,1.0
4734,30011,1.0
4734,839,1.0
4734,3480,1.0
4734,154,1.0
4734,840,1.0
4734,9802,1.0
4734,6446,1.0
4734,2887,1.0
4734,6142,1.0
4734,834,1.0
4734,995,1.0
4734,7323,1.0
4734,80762,1.0
4734,54602,1.0
4734,55728,1.0
4734,23558,1.0
4734,5639,1.0
4734,56937,1.0
4734,312,1.0
4734,10067,1.0
4734,6340,1.0
4734,6338,1.0
4734,6337,1.0
4734,23559,1.0
4734,4778,1.0
4734,23138,1.0
51619,26994,1.0
51619,4110,1.0
51619,113878,1.0
51619,56658,1.0
51619,55658,1.0
10617,26994,1.0
10617,2060,1.0
10617,10254,1.0
10617,57132,1.0
10617,128866,1.0
10617,5119,1.0
10617,4092,1.0
10617,4091,1.0
10617,4087,1.0
