GeneID,diseaseID,label,score
221037,C2936346,0,0.0
2253,C2936346,0,0.0
598,C2936346,1,0.0
28996,C2936346,1,0.0
221037,C3266101,0,0.0
6239,C3266101,1,0.0
374403,C3266101,1,0.0
28996,C3266101,0,0.0
6519,C4304537,0,0.0
4058,C4304537,1,0.0
6845,C4510744,1,0.0
4311,C4510744,0,0.0
1583,C3489793,1,0.0
2263,C3489793,0,0.0
6232,C2931850,0,0.0
6154,C2931850,0,0.0
27243,C2931850,1,0.0
51606,C2931850,1,0.0
3640,C1563730,0,0.0
284,C1563730,1,0.0
1024,C4049796,0,0.0
2324,C4049796,1,0.0
2222,C4022810,0,0.0
192683,C4022810,0,0.0
4208,C4022810,1,0.0
57088,C4022810,1,0.0
10297,C4021790,0,0.006993006993006993
57178,C4021790,1,0.0
374403,C4021790,1,0.0
28996,C4021790,0,0.0
57178,C4021821,0,0.0
2324,C4021821,1,0.0
1024,C4025846,0,0.0
2324,C4025846,1,0.0
50511,C0000809,0,0.0
2324,C0000809,1,0.0
51305,C0014553,1,0.0
602,C0014553,0,0.005780346820809248
51305,C4553705,1,0.0
602,C4553705,0,0.005780346820809248
22926,C0152200,1,0.0
238,C0152200,0,0.0
4791,C2936664,0,0.0
115650,C2936664,0,0.0
50618,C2936664,1,0.0043859649122807015
145258,C2936664,1,0.0
6497,C0702169,1,0.006993006993006993
5697,C0702169,1,0.0
27443,C0702169,1,0.08333333333333333
5985,C0702169,0,0.0
100506164,C0702169,0,0.0
50856,C0702169,0,0.0
4644,C3495588,0,0.0
2324,C3495588,1,0.125
1947,C0030044,0,0.0
4745,C0030044,0,0.0
50618,C0030044,1,0.0
145258,C0030044,1,0.0
5698,C0001197,0,0.0
2324,C0001197,1,0.0
8200,C2930970,0,0.0
238,C2930970,1,0.02857142857142857
9101,C1306214,0,0.0
2324,C1306214,1,0.0
5274,C0751779,1,0.0
7957,C0751779,0,0.0
5213,C0751779,0,0.0
4063,C0751779,1,0.0
3360,C0751956,1,0.0
3777,C0751956,0,0.0
10594,C0751956,1,0.0
1523,C0751956,0,0.0
10036,C0751956,0,0.0
4077,C0751956,1,0.0
1139,C0546126,1,0.0
23607,C0546126,1,0.0
7447,C0546126,1,0.0
54209,C0546126,1,0.0
51225,C0546126,1,0.0
7019,C0546126,0,0.0
6517,C0546126,0,0.0
10073,C0546126,0,0.0
2288,C0546126,0,0.0
54149,C0546126,0,0.0
3934,C0546126,1,0.0
10481,C0546126,0,0.0
55211,C0546126,0,0.0
400,C0546126,1,0.0
5069,C0948089,0,0.0
2923,C0948089,1,0.01818181818181818
1158,C0948089,0,0.0
3945,C0948089,0,0.0
4089,C0948089,1,0.0
9464,C0948089,1,0.030303030303030304
10067,C0948089,1,0.0
56882,C0948089,0,0.0
7372,C0023440,0,0.005434782608695652
2324,C0023440,1,0.0
3219,C2930974,0,0.0
284,C2930974,1,0.0
3219,C2930975,0,0.0
284,C2930975,1,0.0
3219,C2930977,0,0.0
284,C2930977,1,0.0
10411,C2609414,0,0.0
3816,C2609414,1,0.0
100506658,C2609414,1,0.0
2671,C2609414,1,0.0
116085,C2609414,0,0.0
9493,C2609414,1,0.0
84779,C2609414,0,0.0
51162,C2609414,1,0.0
117154,C2609414,0,0.0
9118,C2609414,0,0.0
10411,C1565662,0,0.0
3816,C1565662,1,0.0
100506658,C1565662,1,0.0
2671,C1565662,1,0.0
116085,C1565662,0,0.0
9493,C1565662,1,0.0
84779,C1565662,0,0.0
51162,C1565662,1,0.0
117154,C1565662,0,0.0
9118,C1565662,0,0.0
90,C0242488,1,0.0
6441,C0242488,0,0.0
7203,C0242488,0,0.0
57088,C0242488,1,0.0
641,C0023449,1,0.0
602,C0023449,0,0.0
2178,C0023465,0,0.0
2189,C0023465,1,1.0
55120,C0023465,0,0.0
8660,C0023465,1,0.3333333333333333
221037,C0023465,1,0.0
3000,C0023465,0,0.0
6919,C1879321,0,0.0
4928,C1879321,1,0.0
26511,C1879321,1,0.0
4026,C1879321,1,0.0
1512,C1879321,0,0.0
1269,C1879321,1,0.0
51341,C1879321,1,0.0
6455,C1879321,1,0.0
55740,C1879321,0,0.0
2969,C1879321,0,0.0
5457,C1879321,1,0.0
4330,C1879321,1,0.0
55252,C1879321,0,0.0
1119,C1879321,0,0.0
84967,C1879321,0,0.0
57685,C1879321,1,0.0
23761,C1879321,1,0.007751937984496124
644890,C1879321,0,0.0
26119,C1879321,1,0.0
53343,C1879321,0,0.0
1081,C1879321,0,0.0
84106,C1879321,0,0.0
6642,C1879321,1,0.0
25953,C1879321,1,0.0
489,C1879321,0,0.0
4779,C1879321,0,0.0
3219,C2930976,0,0.0
284,C2930976,1,0.0
6919,C0026998,0,0.0
4928,C0026998,1,0.0
26511,C0026998,1,0.0
4026,C0026998,1,0.0
1512,C0026998,0,0.0
1269,C0026998,1,0.0
51341,C0026998,1,0.0
6455,C0026998,1,0.0
55740,C0026998,0,0.0
2969,C0026998,0,0.0
5457,C0026998,1,0.0
4330,C0026998,1,0.0
55252,C0026998,0,0.0
1119,C0026998,0,0.0
84967,C0026998,0,0.0
57685,C0026998,1,0.0
23761,C0026998,1,0.007751937984496124
644890,C0026998,0,0.0
26119,C0026998,1,0.0
53343,C0026998,0,0.0
1081,C0026998,0,0.0
84106,C0026998,0,0.0
6642,C0026998,1,0.0
25953,C0026998,1,0.0
489,C0026998,0,0.0
4779,C0026998,0,0.0
865,C0023479,0,0.0
2324,C0023479,1,0.0
23604,C0023487,1,0.0038022813688212928
1668,C0023487,0,0.0
1053,C0023487,0,0.004464285714285714
5757,C0023487,1,0.0
51378,C0023487,0,0.0
2779,C0023487,1,0.0
10211,C0519066,1,0.0
284,C0519066,0,0.0
11330,C0267937,0,0.0
2324,C0267937,1,0.0
1152,C0857501,0,0.0
2324,C0857501,1,0.0
4261,C0001403,1,0.0
284,C0001403,0,0.0
5519,C0338106,0,0.0
2324,C0338106,1,0.0
1794,C0279628,1,0.0
4311,C0279628,0,0.0
5590,C1319315,1,0.0
5063,C1319315,0,0.0
8313,C1319315,1,0.0
5378,C1319315,0,0.0
5593,C1319315,0,0.0
6196,C1319315,1,0.004761904761904762
79012,C1319315,0,0.0
