diseaseID,id
C4225182,1202
C0220721,1203
C4310806,1204
C3888417,1205
C1859317,1206
C1861829,1207
C1855179,1208
C1858679,1209
C1969032,1210
C3888098,1211
C1864908,1212
C2751822,1213
C1854021,1214
C1857853,1215
C1969062,1216
C1833229,1217
C0344523,1218
C1832175,1219
C1852438,1220
C1969644,1221
C2677587,1222
C1861821,1223
C1861825,1224
C1854311,1225
C1864567,1226
C1970386,1227
C1833118,1228
C1857768,1229
C1861828,1230
C1866078,1231
C1832812,1232
C4014942,1233
C0007398,1234
C0750992,1235
C4053736,1236
C1844887,1237
C1842884,1238
C2609260,1239
C0300948,1240
C1956260,1241
C2919945,1242
C0752161,1243
C0752164,1244
C1969063,1245
C1859049,1246
C1837065,1247
C0007570,1248
C1384403,1249
C1536451,1250
C0271801,1251
C1333813,1252
C0750968,1253
C0342543,1254
C3810365,1255
C0221227,1256
C4511056,1257
C0175709,1258
C1859305,1259
C4285893,1260
C1832585,1261
C0393519,1262
C4014821,1263
C0393524,1264
C4551552,1265
C2750234,1266
C2750509,1267
C3808977,1268
C3553661,1269
C0740279,1270
C4539985,1271
C4225172,1272
C0033132,1273
C0266470,1274
C4015495,1275
C1867773,1276
C0917996,1277
C4225211,1278
C0750935,1279
C0235946,1280
C1838577,1281
C1140710,1282
C1864041,1283
C1864040,1284
C0751303,1285
C1836033,1286
C0178540,1287
C0007785,1288
C0917798,1289
C2751938,1290
C2752061,1291
C4310767,1292
C0751675,1293
C0079102,1294
C0936263,1295
C0265110,1296
C0265342,1297
C3501912,1298
C1859252,1299
C0220722,1300
C2677299,1301
C4552029,1302
C4479220,1303
C4303791,1304
C2931673,1305
C1850451,1306
C3715049,1307
C1876161,1308
C1850442,1309
C1866282,1310
C1838571,1311
C1838570,1312
C1834207,1313
C0878682,1314
C4048328,1315
C1865819,1316
C0206708,1317
C0007852,1318
C0007862,1319
C3553720,1320
C1868570,1321
C0007959,1322
C3695063,1323
C1861678,1324
C1833219,1325
C4310790,1326
C4747974,1327
C1837805,1328
C1842983,1329
C1837552,1330
C2750090,1331
C3280220,1332
C3280797,1333
C3554366,1334
C3809655,1335
C4015349,1336
C4084821,1337
C4225306,1338
C4225265,1339
C4225253,1340
C4225243,1341
C4748940,1342
C3540453,1343
C1847902,1344
C1842237,1345
C1843075,1346
C3280845,1347
C3554654,1348
C1842197,1349
C3150897,1350
C3809309,1351
C4015029,1352
C0270913,1353
C1843247,1354
C1854150,1355
C1832274,1356
C3888087,1357
C1843153,1358
C1859198,1359
C1843183,1360
C1832399,1361
C1858278,1362
C1858279,1363
C1866636,1364
C4721437,1365
C1836336,1366
C1970011,1367
C0270911,1368
C0270912,1369
C3806702,1370
C1839566,1371
C0393808,1372
C0265354,1373
C0007965,1374
C4277682,1375
C4279912,1376
C0008029,1377
C0555206,1378
C0024145,1379
C3280721,1380
C0085996,1381
C0085997,1382
C4281785,1383
C0023452,1384
C1858991,1385
C0393675,1386
C0338070,1387
C0220743,1388
C0278510,1389
C0280475,1390
C0752202,1391
C0393540,1392
C0751553,1393
C4225178,1394
C4310679,1395
C0263454,1396
C0008297,1397
C3150875,1398
C0206698,1399
C0008311,1400
C0008313,1401
C0008325,1402
C0947622,1403
C0008340,1404
C0009439,1405
C1257796,1406
C1257797,1407
C1257798,1408
C1257799,1409
C0701818,1410
C0008350,1411
C1565321,1412
C0008370,1413
C0268318,1414
C4551899,1415
C2608083,1416
C0005398,1417
C3554241,1418
C3549845,1419
C4551898,1420
C1865643,1421
C2931067,1422
C3489789,1423
C4310747,1424
C0008384,1425
C0342883,1426
C0008441,1427
C0008445,1428
C0282529,1429
C3279757,1430
C1836182,1431
C1859148,1432
C0265260,1433
C2750075,1434
C0085700,1435
C0221290,1436
C0008479,1437
C4085597,1438
C0008487,1439
C0393576,1440
C1859098,1441
C4310787,1442
C0238056,1443
C1859093,1444
C4551884,1445
C2751290,1446
C0344297,1447
C0008525,1448
C0162359,1449
C1266042,1450
C4225431,1451
C1832588,1452
C2677613,1453
C4225666,1454
C2675463,1455
C3150701,1456
C3150154,1457
C4225667,1458
C2931713,1459
C2750748,1460
C3281138,1461
C1864871,1462
C3150607,1463
C3150880,1464
C4311048,1465
C1842870,1466
C2678480,1467
C3808494,1468
C2676739,1469
C2931817,1470
C0795806,1471
C2931337,1472
C2931574,1473
C2750805,1474
C3150215,1475
C1563697,1476
C2749022,1477
C0520463,1478
C1527303,1479
C0524610,1480
C4015474,1481
C0401151,1482
C0346421,1483
C0264716,1484
C0409818,1485
C0751249,1486
C0600040,1487
C2316810,1488
C0403447,1489
C2936476,1490
C2350344,1491
C0023434,1492
C1292778,1493
C0746882,1494
C0023481,1495
C0024117,1496
C0149519,1497
C0699728,1498
C0162674,1499
C1443892,1500
C0221765,1501
C1858695,1502
C0795956,1503
C4551906,1504
C2675867,1505
C2675229,1506
C2675228,1507
C2750790,1508
C3151136,1509
C3151137,1510
C3151460,1511
C3542550,1512
C3543825,1513
C3543826,1514
C1847554,1515
C3540844,1516
C3809087,1517
C3809543,1518
C3809548,1519
C3809634,1520
C3809641,1521
C3809684,1522
C3809701,1523
C3809706,1524
C4014534,1525
C1837618,1526
C4015016,1527
C4225311,1528
C4225230,1529
C4310722,1530
C4310721,1531
C4478372,1532
C4539798,1533
C4748052,1534
C4748841,1535
C4749028,1536
C1837615,1537
C1970506,1538
C2678473,1539
C4552030,1540
C2676235,1541
C4277690,1542
C0813142,1543
C1623038,1544
C1861556,1545
C0175683,1546
C4721769,1547
C1853942,1548
C3151781,1549
C0268568,1550
C0751916,1551
C0268151,1552
C1955870,1553
C0431375,1554
C0751434,1555
C1518693,1556
C0431121,1557
C4518333,1558
C0334488,1559
C0206651,1560
C1298692,1561
C0810364,1562
C0432090,1563
C0008925,1564
C0158646,1565
C1837218,1566
C4225229,1567
C1844830,1568
C0432098,1569
C0008924,1570
C0266122,1571
C2362914,1572
C2350037,1573
C4551485,1574
C0265610,1575
C0234535,1576
C0520947,1577
C1857662,1578
C0431376,1579
C0009171,1580
C0600427,1581
C3496069,1582
C0236701,1583
C0009207,1584
C0751039,1585
C0751038,1586
C0751037,1587
C0751918,1588
C0079136,1589
C3150891,1590
C1838180,1591
C4517377,1592
C1843920,1593
C3551954,1594
C3553354,1595
C3553358,1596
C3553374,1597
C3553349,1598
C4225392,1599
C4225226,1600
C0265338,1601
C4310788,1602
C4747954,1603
C3150876,1604
C3280415,1605
C0265223,1606
C4479654,1607
C0175816,1608
C0086774,1609
C1848947,1610
C1853198,1611
C1862178,1612
C4225382,1613
C0009319,1614
C1266044,1615
C3543867,1616
C4708599,1617
C0344516,1618
C0155299,1619
C4011974,1620
C0699790,1621
C0242225,1622
C0155018,1623
C0155017,1624
C0751042,1625
C0155015,1626
C0155016,1627
C1837991,1628
C2936783,1629
C1858380,1630
C1837315,1631
C2675481,1632
C3554460,1633
C0009402,1634
C0751812,1635
C2673536,1636
C2746066,1637
C0494261,1638
C4540434,1639
C3280314,1640
C0268119,1641
C1836797,1642
C3553529,1643
C3554067,1644
C3554079,1645
C3554129,1646
C3554168,1647
C3554182,1648
C3809339,1649
C3809526,1650
C3810001,1651
C3810055,1652
C1864843,1653
C4014660,1654
C4014668,1655
C4015062,1656
C4015447,1657
C4015643,1658
C4225329,1659
C4225290,1660
C4225251,1661
C4225206,1662
C4225200,1663
C1864840,1664
C4310773,1665
C4310661,1666
C4540029,1667
C4540209,1668
C4693450,1669
C4693466,1670
C4693722,1671
C1857682,1672
C2673642,1673
C3151753,1674
C3150801,1675
C3279793,1676
C3281234,1677
C2673635,1678
C0751635,1679
C0750988,1680
C0338480,1681
C0009447,1682
C0009451,1683
C1257965,1684
C3150275,1685
C1852700,1686
C3280642,1687
C0343047,1688
C2676232,1689
C1864694,1690
C3151081,1691
C3151080,1692
C3151078,1693
C3809950,1694
C0398764,1695
C3463916,1696
C4538570,1697
C0678213,1698
C3839609,1699
C0349578,1700
C0149958,1701
C0393734,1702
C0393556,1703
C0282313,1704
C0018777,1705
C0730290,1706
C1865869,1707
C2751308,1708
C0339537,1709
C2931074,1710
C4085590,1711
C1846529,1712
C1835865,1713
C2750720,1714
C3150912,1715
C3281045,1716
C3809299,1717
C4014501,1718
C3489532,1719
C4014856,1720
C1832976,1721
C1863634,1722
C1423873,1723
C4310657,1724
C2751764,1725
C1844776,1726
C1845407,1727
C4041558,1728
C0432357,1729
C1609433,1730
C0265780,1731
C1321907,1732
C0495499,1733
C0175755,1734
C0001627,1735
C0268292,1736
C2936858,1737
C3540662,1738
C1327915,1739
C0345050,1740
C4539968,1741
C0393778,1742
C0521802,1743
C0403814,1744
C0009691,1745
C1858726,1746
C3280965,1747
C4302200,1748
C4511136,1749
C1275808,1750
C0852975,1751
C0267662,1752
C0009081,1753
C0266551,1754
C0220668,1755
C4225398,1756
C2931779,1757
C0340957,1758
C0235833,1759
C0265563,1760
C0349653,1761
C1865145,1762
C2930997,1763
C2931001,1764
C2931002,1765
C2931004,1766
C2931005,1767
C2931006,1768
C4317224,1769
C3281084,1770
C4317295,1771
C3810062,1772
C2931007,1773
C4012395,1774
C2931008,1775
C2931009,1776
C2931010,1777
C4693905,1778
C0398739,1779
C2931011,1780
C4310727,1781
C1832736,1782
C1837396,1783
C1836669,1784
C1842836,1785
C1853736,1786
C1970344,1787
C1970021,1788
C3150736,1789
C3553230,1790
C4225234,1791
C4225191,1792
C4225190,1793
C4479353,1794
C1835849,1795
C2677590,1796
C2752007,1797
C3150913,1798
C3554385,1799
C0002876,1800
C3150926,1801
C0271933,1802
C1306589,1803
C0271934,1804
C1744559,1805
C1306503,1806
C0546264,1807
C1302995,1808
C0016508,1809
C1720862,1810
C1720863,1811
C0268186,1812
C4479250,1813
C4479246,1814
C3151867,1815
C3554279,1816
C4014310,1817
C4693563,1818
C3151221,1819
C0235753,1820
C0265267,1821
C0332890,1822
C1562689,1823
C0265700,1824
C0265699,1825
C0020256,1826
C3888018,1827
C2584774,1828
C3899503,1829
C0393818,1830
C0685381,1831
C0949116,1832
C0010308,1833
C0020758,1834
C3661523,1835
C0344530,1836
C1141890,1837
C1302790,1838
C1318558,1839
C1332965,1840
C0272087,1841
C2677180,1842
C3850155,1843
C0699743,1844
C1802395,1845
C1850792,1846
C0751883,1847
C0751884,1848
C0410226,1849
C0677501,1850
C0340970,1851
C4755251,1852
C0079154,1853
C0700501,1854
C0009363,1855
C0795690,1856
C3645711,1857
C0002768,1858
C0266468,1859
C3554226,1860
C3554209,1861
C0302892,1862
C0238506,1863
C0266573,1864
C3665704,1865
C0035353,1866
C0267663,1867
C0152423,1868
