diseaseID,GeneID,score
C0002395,1617,-0.27548033
C0002395,1618,0.6076007
C0002395,1622,0.6579447
C0002395,1627,0.000928171
C0002395,1628,-0.14519139
C0002395,1630,-0.14603181
C0002395,1633,-0.081354424
C0002395,1634,-1.0468869
C0002395,1635,-0.49340928
C0002395,1636,-0.1382147
C0002395,1639,1.1518284
C0002395,1641,0.54220814
C0002395,1642,0.6382495
C0002395,1643,0.64655757
C0002395,1644,1.3367877
C0002395,1647,0.8331867
C0002395,1649,0.0832287
C0002395,1653,0.7641196
C0002395,1654,0.9602947
C0002395,1655,0.498869
C0002395,1656,0.63073117
C0002395,1660,-0.3642899
C0002395,1663,0.37384996
C0002395,1665,0.6387179
C0002395,1667,-0.3427992
C0002395,1668,-1.7044497
C0002395,1670,0.12522888
C0002395,1672,-0.20943901
C0002395,1674,-1.3599494
C0002395,1675,1.3810778
C0002395,1676,0.071699716
C0002395,1677,-0.026298009
C0002395,1678,0.32058448
C0002395,165530,0.5262889
C0002395,1718,0.029867131
C0002395,1719,0.99165195
C0002395,1725,0.19614804
C0002395,1727,0.5951556
C0002395,1728,-1.0894133
C0002395,1729,0.40209246
C0002395,1730,0.5092287
C0002395,1734,0.8679648
C0002395,1736,0.575344
C0002395,1737,0.59819543
C0002395,1738,0.6086095
C0002395,1739,0.85123813
C0002395,1740,1.024503
C0002395,1741,0.99667954
C0002395,1742,1.1359107
C0002395,1743,0.78586984
C0002395,1745,1.0441182
C0002395,1746,-0.94862866
C0002395,1747,-0.102643274
C0002395,1748,0.6402526
C0002395,1749,0.19434926
C0002395,1755,0.59706616
C0002395,1756,-0.055447213
C0002395,1758,1.0993017
C0002395,1759,0.9580178
C0002395,1760,0.59274733
C0002395,1762,-0.07806605
C0002395,1773,0.5196979
C0002395,1778,0.8203645
C0002395,1780,-0.32058313
C0002395,1781,0.44117165
C0002395,1785,0.73767495
C0002395,1786,-0.022312744
C0002395,1787,-0.14559765
C0002395,1788,-0.68188363
C0002395,1789,0.11869212
C0002395,1791,-0.6807627
C0002395,1793,0.47036475
C0002395,1794,0.49874833
C0002395,1795,0.3510837
C0002395,1796,0.52943265
C0002395,1801,0.57962644
C0002395,1803,-0.27908796
C0002395,1804,0.7306963
C0002395,1805,-1.0993401
C0002395,1807,0.9350372
C0002395,1809,-0.0030853152
C0002395,1810,-0.08205716
C0002395,1811,0.32661927
C0002395,1812,1.5420866
C0002395,132884,0.18496078
C0002395,1813,-0.02841388
C0002395,1815,1.9457598
C0002395,1814,1.9359722
C0002395,1816,1.704175
C0002395,1819,-0.23556423
C0002395,1820,-0.13225037
C0002395,1821,-2.02777
C0002395,1822,-0.4255802
C0002395,1823,0.04337057
C0002395,1824,0.86538553
C0002395,1825,0.38327432
C0002395,1826,0.37946534
C0002395,1827,0.9567702
C0002395,1828,0.19804476
C0002395,1829,0.3279609
C0002395,1830,0.24439064
C0002395,1831,1.0647604
C0002395,1832,1.111079
C0002395,1837,0.41478416
C0002395,1838,-0.1621474
C0002395,1839,1.2910744
C0002395,1840,0.6697725
C0002395,1843,-0.5855709
C0002395,1844,0.48139158
C0002395,1845,0.25100124
C0002395,1846,0.90941226
C0002395,1847,-0.7645279
C0002395,1848,1.1233087
C0002395,1849,-0.017509356
C0002395,1852,-0.063825905
C0002395,1854,-0.24264967
C0002395,1855,0.3453955
C0002395,1856,-0.1204156
C0002395,1857,0.50307107
C0002395,1859,0.9577335
C0002395,1861,0.97670615
C0002395,1869,-0.2963092
C0002395,1870,0.5415002
C0002395,1871,0.94895554
C0002395,1874,-0.20779938
C0002395,1875,-1.3511752
C0002395,1876,0.3319319
C0002395,1877,-0.10777295
C0002395,1879,0.62831676
C0002395,1880,0.76303077
