diseaseID,GeneID,score
C0002395,4326,-1.0143876
C0002395,4327,0.8361007
C0002395,4330,0.59775007
C0002395,4331,-0.16318871
C0002395,4332,-0.21297851
C0002395,4335,0.22393042
C0002395,4338,-0.14271069
C0002395,4340,0.5525583
C0002395,4342,-1.6090868
C0002395,4345,-1.0058188
C0002395,200958,-0.57302856
C0002395,4350,-0.3606458
C0002395,4352,0.43425846
C0002395,4353,-0.3047079
C0002395,4354,0.84569687
C0002395,4355,-0.5705285
C0002395,4356,-0.089817636
C0002395,4359,0.98667085
C0002395,4360,-0.4091419
C0002395,135458,-0.6956295
C0002395,4435,-0.056465395
C0002395,4436,-0.21291658
C0002395,4437,-0.5996525
C0002395,4438,-1.3168381
C0002395,4439,0.6843858
C0002395,4440,-0.3698688
C0002395,4478,0.28146052
C0002395,4481,0.96133673
C0002395,4485,-0.5171728
C0002395,4486,0.8055578
C0002395,4487,0.9832074
C0002395,4488,0.5638747
C0002395,4494,0.19147673
C0002395,4495,0.45755672
C0002395,4496,-0.71392536
C0002395,4502,0.8783718
C0002395,4507,0.5004054
C0002395,4513,-0.13017286
C0002395,4514,0.71950054
C0002395,4515,-1.5437884
C0002395,4520,1.2626358
C0002395,4524,-0.7123886
C0002395,4528,-0.9263186
C0002395,4534,1.2887981
C0002395,4535,0.8544816
C0002395,4536,0.02094225
C0002395,4542,-0.48003048
C0002395,4543,1.0957487
C0002395,4544,0.87106943
C0002395,4547,0.63113153
C0002395,4548,-0.6667185
C0002395,4552,0.9233054
C0002395,201176,-0.29395205
C0002395,168417,-0.97412574
C0002395,4580,-0.25019526
C0002395,4582,-0.19677049
C0002395,4583,-0.19483131
C0002395,4585,0.91697824
C0002395,4588,0.19924071
C0002395,4589,0.33536
C0002395,4591,0.2724656
C0002395,4593,0.45401987
C0002395,4595,0.68297213
C0002395,4597,0.2321479
C0002395,4598,0.7733679
C0002395,4599,0.86620075
C0002395,266743,0.8629157
C0002395,4601,0.092015296
C0002395,4602,0.10809341
C0002395,4603,-0.04807707
C0002395,266747,-0.082994014
C0002395,4605,0.4810739
C0002395,4606,-1.6099958
C0002395,4607,0.8776083
C0002395,4608,-1.0200524
C0002395,4609,-0.050156746
C0002395,4604,0.6449879
C0002395,4613,-0.87546957
C0002395,4615,-0.14286074
C0002395,4616,0.534636
C0002395,4617,0.19856901
C0002395,4618,0.9423898
C0002395,4619,-0.14128704
C0002395,4620,0.33155668
C0002395,4622,-0.029635185
C0002395,4625,1.5400238
C0002395,4627,1.0624001
C0002395,4628,0.5673387
C0002395,4629,1.1760807
C0002395,4632,-0.07910582
C0002395,4633,0.7385436
C0002395,4634,0.515126
C0002395,4637,-0.5739208
C0002395,4638,0.881777
C0002395,4640,-0.1392889
C0002395,4641,0.20637077
C0002395,4643,0.54167044
C0002395,4644,0.41379657
C0002395,4645,0.9583445
C0002395,4646,0.39686728
C0002395,4647,0.59270847
C0002395,4649,0.12488145
C0002395,4650,0.87391645
C0002395,4651,-0.21714094
C0002395,4653,1.0194342
C0002395,4654,0.50925624
C0002395,4656,-0.8189451
C0002395,4659,0.06152671
C0002395,4660,0.28650162
C0002395,4661,0.3221127
C0002395,4664,-0.18422106
C0002395,4665,0.3835138
C0002395,4666,0.6660222
C0002395,266812,0.22234653
C0002395,4668,0.77736735
C0002395,4670,-1.1660821
C0002395,4671,-0.38284153
C0002395,4673,-1.1281807
C0002395,4676,-0.30404413
C0002395,4678,0.0039912052
C0002395,4680,0.6797323
C0002395,4681,-0.28401333
C0002395,4682,-0.048834156
C0002395,4683,-0.19975667
C0002395,4684,-1.41668
C0002395,4685,-0.478357
C0002395,201294,0.259721
C0002395,4686,-0.15144695
C0002395,4688,0.06923893
C0002395,4689,0.88994867
C0002395,4690,0.018993687
C0002395,4691,0.5560744
C0002395,4692,0.7728017
C0002395,4694,0.56621325
C0002395,4698,-0.5525327
C0002395,4700,-0.31679523
C0002395,4701,-1.6323788
C0002395,4703,0.41780758
C0002395,168544,-0.18150838
C0002395,4707,-0.74422413
C0002395,4714,0.46711224
C0002395,4715,0.3162023
C0002395,4716,0.12554221
C0002395,4719,0.87122643
C0002395,4723,0.9156489
C0002395,4726,0.11211459
C0002395,4729,1.0526618
C0002395,4731,0.50498873
C0002395,4733,-0.78567576
C0002395,4734,0.40158498
C0002395,4738,-0.78041494
C0002395,4739,-0.22311065
C0002395,4741,0.90445054
C0002395,4744,0.3280239
C0002395,4745,0.9288771
C0002395,4747,-0.8730855
C0002395,4750,0.7969018
C0002395,4751,0.2206687
C0002395,4752,-0.7374927
C0002395,4753,-0.19025904
C0002395,4756,-0.66247755
C0002395,4758,0.64571047
C0002395,4760,1.0440992
C0002395,4761,0.8871912
C0002395,4762,0.9230497
C0002395,4763,-0.20507702
C0002395,4771,-0.6475471
C0002395,4772,-0.095697194
C0002395,4773,1.0081818
C0002395,4774,0.008438674
C0002395,4775,-0.48488754
C0002395,4776,-0.72355306
C0002395,4778,-0.15054913
C0002395,4779,-1.7574276
C0002395,4780,-0.19578841
C0002395,4781,0.64782035
C0002395,4782,-0.3412422
C0002395,4783,-0.19962859
C0002395,4784,0.78572595
C0002395,168620,0.23305175
C0002395,4790,-0.46606869
C0002395,4791,0.28250054
C0002395,4792,-0.46283206
C0002395,4793,-0.18841234
C0002395,4794,0.0952035
C0002395,4798,-0.111999065
C0002395,4799,-0.80341375
C0002395,4800,0.60254115
C0002395,4801,-0.16486484
C0002395,4802,0.15507258
C0002395,4803,-0.19842616
C0002395,4804,-1.5309428
C0002395,4807,-0.24413843
C0002395,4808,0.5683292
C0002395,4811,0.552009
C0002395,4817,-0.71392626
C0002395,4820,-0.10305384
C0002395,4821,-0.25982416
C0002395,4824,0.15788299
C0002395,168667,0.5907674
C0002395,4828,-0.046774987
C0002395,4829,0.22223283
C0002395,4830,-1.3090954
C0002395,4831,0.6770463
C0002395,4832,-1.0443174
C0002395,4833,-0.14004385
C0002395,4835,1.1238652
C0002395,4836,0.087772615
C0002395,4839,-0.22673592
C0002395,4841,0.53912383
C0002395,4842,-0.118691966
C0002395,4843,-0.22492626
C0002395,4846,-0.32669008
C0002395,201456,-0.1668854
C0002395,4849,0.16868007
C0002395,4850,-1.1833572
C0002395,4851,-0.63888896
C0002395,4852,-1.3579407
C0002395,4853,-0.17336863
C0002395,4854,-0.19136263
C0002395,4855,0.7576577
C0002395,4848,-0.14627144
C0002395,4857,-0.07616065
C0002395,4860,0.7724054
C0002395,135932,-0.124420665
C0002395,4862,1.1734809
C0002395,4863,-0.21401462
C0002395,4867,0.54047406
C0002395,4868,0.5149483
C0002395,4869,-1.3156967
C0002395,267012,1.1616523
C0002395,4878,1.535449
C0002395,4879,1.2163502
C0002395,4880,0.2519134
C0002395,4881,0.9494188
C0002395,4882,0.6215598
C0002395,4883,0.4472676
C0002395,4884,0.048015
C0002395,4885,0.64851266
C0002395,4886,1.4448539
C0002395,4887,1.2896065
C0002395,4889,0.9516071
C0002395,4892,-0.17331395
C0002395,4893,-0.068773344
C0002395,4897,0.50663286
C0002395,4899,-0.69112015
C0002395,4900,0.9279902
C0002395,4901,0.40631187
C0002395,4902,0.7803285
C0002395,4904,0.7583202
C0002395,4905,1.0505805
C0002395,4907,-0.6570108
C0002395,201516,-0.15421322
C0002395,4908,1.60357
C0002395,4909,0.7265846
C0002395,4913,0.34041205
C0002395,4914,-0.11725491
C0002395,4915,-0.6295881
C0002395,4916,1.5061473
C0002395,4917,-0.1294298
C0002395,4920,-0.12298598
C0002395,4921,0.70726657
C0002395,4922,1.2779546
C0002395,4923,0.81612
C0002395,4924,0.098839864
C0002395,4925,0.59516424
C0002395,4926,0.13205102
C0002395,4927,0.49115044
C0002395,4928,1.1083474
C0002395,4929,0.7861342
C0002395,4931,-0.76413125
C0002395,4935,-0.27145082
C0002395,4942,0.7867398
C0002395,4943,-0.19704482
C0002395,4946,-0.13762243
C0002395,4947,-0.15806356
C0002395,4951,-0.19397691
C0002395,4953,0.7654207
C0002395,4956,-0.2964084
C0002395,4957,-0.06762023
C0002395,4967,0.53255993
C0002395,4968,-0.14713843
C0002395,4973,0.6876316
C0002395,4974,-1.740853
C0002395,4975,-1.1184238
C0002395,4978,0.60453624
C0002395,4982,-1.0407631
C0002395,4983,0.022193069
C0002395,4985,1.2032814
C0002395,4986,1.4683954
C0002395,4987,0.9064009
C0002395,4988,-0.65161073
C0002395,4990,0.29541585
C0002395,5004,0.6995308
C0002395,5007,-0.2543675
C0002395,5008,0.620316
C0002395,5009,-0.040967576
C0002395,5010,0.49301347
C0002395,5013,0.14517002
C0002395,5015,0.79463124
C0002395,5016,0.03610073
C0002395,5020,1.496232
C0002395,5021,1.319365
C0002395,5023,-0.09807703
C0002395,5024,0.2987015
C0002395,5025,0.73104274
C0002395,5027,-0.12341857
C0002395,5028,-1.0948379
C0002395,5029,-0.18900827
C0002395,5034,-0.27619886
C0002395,5036,-0.42338336
C0002395,5037,0.99368936
C0002395,5045,0.36097124
C0002395,5046,-0.6075475
C0002395,5047,-0.12645842
C0002395,5048,0.8860223
C0002395,5049,-1.3334335
C0002395,5050,-0.7772951
C0002395,5052,-0.072018944
C0002395,5054,-0.18230055
C0002395,5055,0.33890513
C0002395,5058,-0.6285924
C0002395,5062,0.8603805
C0002395,5063,0.3619609
C0002395,5066,1.3046622
C0002395,5068,-0.5319836
C0002395,5069,0.78626835
C0002395,5073,0.80888104
C0002395,5074,1.1989993
C0002395,5075,0.18631889
C0002395,5076,-0.21515287
C0002395,5077,-1.3328009
C0002395,5079,-0.026899464
C0002395,5080,-0.16831589
C0002395,5081,0.41810638
C0002395,5082,-0.041307706
C0002395,5083,0.4408739
C0002395,5087,0.99192137
C0002395,5089,-0.95519054
C0002395,5090,-0.13627931
C0002395,5091,0.91904896
C0002395,5092,0.22718874
C0002395,5093,-0.097758725
C0002395,5094,-0.35840586
C0002395,5095,0.85323215
C0002395,5096,0.5884919
C0002395,5097,-0.5002808
C0002395,5099,-0.2152707
C0002395,5100,0.6054486
C0002395,5104,1.0928693
C0002395,5108,0.04178317
C0002395,5110,0.4205278
C0002395,5111,-0.18209712
C0002395,5116,1.1511565
C0002395,5118,0.834237
C0002395,5119,0.45974737
C0002395,5121,0.46672228
C0002395,5122,0.915858
C0002395,5125,0.4777918
C0002395,5126,0.4370702
C0002395,5127,-1.4339643
C0002395,5128,-0.10879835
C0002395,5129,-0.46623197
C0002395,5130,-0.28663093
C0002395,5132,-0.12728065
C0002395,5133,-0.09312099
C0002395,5134,0.45269856
C0002395,5136,-0.742469
C0002395,5140,0.260909
C0002395,5141,1.2119727
C0002395,5142,1.4920899
C0002395,5144,0.8085491
C0002395,5147,-0.035789024
C0002395,5148,0.36908382
C0002395,5149,0.51787794
C0002395,5152,0.7481065
C0002395,5154,0.77651346
C0002395,5155,-0.3589368
C0002395,5156,-0.25628757
C0002395,5159,0.0965074
C0002395,5160,0.8976277
C0002395,5161,-0.12992463
C0002395,5162,0.3689862
C0002395,5163,0.20469013
C0002395,5164,0.593228
C0002395,5165,0.2555156
C0002395,5166,1.1196289
C0002395,5167,0.054776885
C0002395,5170,1.1477277
C0002395,5174,0.8559924
C0002395,5175,-0.07195241
C0002395,5176,-0.24902722
C0002395,5178,0.252908
C0002395,5184,0.49282932
C0002395,5187,0.95730853
C0002395,5189,0.25404397
C0002395,5190,0.09803295
C0002395,5191,0.58840394
C0002395,5192,0.01829398
C0002395,5193,0.09771784
C0002395,5194,0.66029835
C0002395,5195,0.15716013
C0002395,5196,0.36488536
C0002395,5199,0.36975908
C0002395,5201,-0.406699
C0002395,5202,-0.9317344
C0002395,5203,-0.20575261
C0002395,5204,-1.2884059
C0002395,5208,-0.46797073
C0002395,5211,0.56149954
C0002395,5213,0.48676068
C0002395,5214,0.13924463
C0002395,5216,0.818437
C0002395,5217,-0.18991932
C0002395,5218,0.5429116
C0002395,5223,0.8045352
C0002395,5226,0.7892554
C0002395,5228,-0.23164403
C0002395,5229,0.22241186
C0002395,5230,0.8326969
C0002395,5236,0.7856393
C0002395,5239,0.39873713
C0002395,5241,-0.8414382
C0002395,5243,-0.1301675
C0002395,5244,1.4078135
C0002395,5245,0.91945195
C0002395,136319,-0.4561815
C0002395,5250,0.44495904
C0002395,5251,0.45012525
C0002395,5252,-0.45213774
C0002395,5255,0.045546077
C0002395,5256,-0.48977178
C0002395,5257,0.30288088
C0002395,5260,0.481103
C0002395,5261,0.16911346
C0002395,5264,0.3097983
C0002395,5265,-0.31968367
C0002395,5266,0.27441254
C0002395,5267,0.46465176
C0002395,5269,-0.011070553
C0002395,5270,-0.37556127
C0002395,5271,0.5570328
C0002395,5272,0.8324711
C0002395,5274,0.12340448
C0002395,5275,-0.079609856
C0002395,5276,0.14166051
C0002395,5277,0.2754551
C0002395,5281,-0.12095247
C0002395,5283,0.71506536
C0002395,5284,-0.13455294
C0002395,5286,-0.22837214
C0002395,5287,0.3138474
C0002395,5289,0.8379033
C0002395,5290,-0.78195393
C0002395,5291,-1.0619589
C0002395,5292,-0.15585752
C0002395,5293,0.40407842
C0002395,5294,0.285057
C0002395,5295,-0.16251847
C0002395,5296,0.5342077
C0002395,5297,1.1344843
C0002395,5298,0.060941223
C0002395,5300,-0.12453364
C0002395,5303,-0.17975941
C0002395,5304,0.43215388
C0002395,5305,1.1219299
C0002395,5306,-0.05162592
C0002395,5307,0.6210109
C0002395,5308,-0.58634055
C0002395,5310,0.07242119
C0002395,5311,0.77126586
C0002395,5313,0.7158179
C0002395,5314,0.7784029
C0002395,5316,-0.49269545
C0002395,5317,0.19759959
C0002395,5318,0.7344675
C0002395,5319,-0.6362946
C0002395,5320,-0.110206254
C0002395,5321,-0.8168137
C0002395,5322,0.31332612
C0002395,5324,-0.03968032
C0002395,5325,0.5189853
C0002395,5326,-0.22450623
C0002395,5327,-1.8172613
C0002395,5328,-0.26883578
C0002395,5329,0.65213853
C0002395,5330,-0.18940002
C0002395,5331,-1.3324594
C0002395,5333,0.14497057
C0002395,5335,0.7518692
C0002395,5337,0.85739416
C0002395,5338,0.6046137
C0002395,5340,-0.14793181
C0002395,5341,0.4957228
C0002395,5345,0.23397458
C0002395,5346,0.5726053
C0002395,5347,-0.097312935
C0002395,5348,0.60033387
C0002395,5349,0.65723574
C0002395,5350,0.7983403
C0002395,5354,1.0691186
C0002395,5355,-0.32799363
C0002395,5356,-0.44737524
C0002395,5358,0.66083634
C0002395,5359,0.0140385665
C0002395,5360,-0.14322379
C0002395,5361,-0.25876895
C0002395,5362,-0.8887696
C0002395,5364,0.76836413
C0002395,5365,-0.026094401
C0002395,5366,0.4799999
C0002395,5367,0.96853065
C0002395,5368,1.4532659
C0002395,5371,-0.5927769
C0002395,5372,-0.07878131
C0002395,5376,-0.11700354
C0002395,5378,0.7378844
C0002395,5393,0.40144557
C0002395,5394,-0.21366905
C0002395,5395,-0.72407734
C0002395,5396,0.8624764
C0002395,5406,-0.06264019
C0002395,5408,0.12971142
C0002395,5411,-0.17555514
C0002395,5420,0.5111741
C0002395,5422,0.6770558
C0002395,5423,0.8156266
C0002395,5424,0.78302723
C0002395,5425,-0.046866365
C0002395,5426,0.93207425
C0002395,5427,-0.5670991
C0002395,5428,-0.17560428
C0002395,5429,0.4886061
C0002395,5430,-0.14543983
C0002395,5431,-0.15226702
C0002395,5432,0.046077475
C0002395,5433,-1.2603585
C0002395,5434,-0.27160677
C0002395,5435,-1.4550571
C0002395,5436,0.2734284
C0002395,5437,-0.9470862
C0002395,5438,-0.24244338
C0002395,5439,-0.1132063
C0002395,5440,-0.13813764
C0002395,5441,-0.804132
C0002395,5442,-0.08276259
C0002395,5443,-0.09944668
C0002395,5444,-0.096234225
C0002395,5445,0.76015955
C0002395,5447,1.3990426
C0002395,5449,0.27388373
C0002395,5450,0.40661597
C0002395,5451,0.035946958
C0002395,5452,0.6736025
C0002395,5453,0.37140772
C0002395,5454,0.8871645
C0002395,5455,0.45941025
C0002395,5456,-0.17757274
C0002395,5457,0.520295
C0002395,5458,-0.09912116
C0002395,5460,-0.06863846
C0002395,5464,-0.123511344
C0002395,5465,-0.18106917
C0002395,5467,1.2981895
C0002395,5468,-0.08753572
C0002395,5469,0.6213097
C0002395,5470,-0.56904894
C0002395,5473,0.54147196
C0002395,5475,-0.045813866
C0002395,5476,0.5227113
C0002395,5478,0.78593445
C0002395,5479,0.49293122
C0002395,5480,0.046483934
C0002395,5481,0.67753863
C0002395,5493,-0.3150183
C0002395,5494,-1.1982028
C0002395,5495,0.43118194
C0002395,5496,-0.45710358
C0002395,5498,0.18108983
C0002395,5499,-0.4763628
C0002395,5500,0.3927908
C0002395,5501,0.57523024
C0002395,5502,0.98965645
C0002395,5504,-0.13255236
C0002395,5506,-0.03967816
C0002395,5509,-1.0283514
C0002395,5511,-0.5174167
C0002395,5514,-0.22993457
C0002395,5515,0.60282046
C0002395,5516,-0.19299921
C0002395,5518,0.27167
C0002395,5519,0.46228278
C0002395,5520,-0.13398546
C0002395,5521,0.6194074
C0002395,5523,0.008906376
C0002395,5525,-0.010593742
C0002395,5526,-0.78136706
C0002395,5527,0.06691399
C0002395,5528,-0.04599276
C0002395,5529,-0.24812317
C0002395,5530,0.87398446
C0002395,5531,-0.07404486
C0002395,5532,0.50136477
C0002395,5533,1.2941692
C0002395,5534,0.99834
C0002395,5535,-0.06646029
C0002395,5536,0.10156115
C0002395,5537,0.39445525
C0002395,5545,-0.051157977
C0002395,5546,0.8911328
C0002395,5547,-0.023425769
C0002395,5549,-0.95527697
C0002395,5550,0.4899196
C0002395,5551,0.8511584
C0002395,5552,0.5595415
C0002395,5553,0.10372241
C0002395,5557,-0.1314432
C0002395,5562,-0.03387148
C0002395,5563,-0.55482537
C0002395,5564,-0.21670073
C0002395,5565,-0.43674994
C0002395,5566,0.7570139
C0002395,5567,0.6297247
C0002395,5569,-0.29465792
C0002395,5570,-0.6647887
C0002395,5571,-0.1195503
C0002395,5573,-0.0815968
C0002395,5575,-0.0031552464
C0002395,5576,-0.55182093
C0002395,5577,1.1693494
C0002395,5578,-0.13813911
C0002395,5579,-0.25396377
C0002395,5580,-1.351573
C0002395,5581,0.8941545
C0002395,5582,0.8099296
C0002395,5583,0.75128853
C0002395,5584,1.0948662
C0002395,5585,0.13049598
C0002395,5586,-1.0540519
C0002395,5587,0.9453696
C0002395,5588,0.9540001
C0002395,5589,0.9406266
C0002395,5590,1.1263927
C0002395,5591,1.3033571
C0002395,5592,0.63655925
C0002395,5593,-0.10465322
C0002395,5594,-1.3113486
C0002395,5595,-0.3485881
C0002395,5596,-0.97757804
C0002395,5597,-1.0833449
C0002395,5598,-0.07823409
C0002395,5599,-0.22555608
C0002395,5600,-1.7810882
C0002395,5601,0.9458207
C0002395,5602,0.26152548
C0002395,5603,0.7768501
C0002395,5604,-0.30589288
C0002395,5605,0.1354209
C0002395,5606,-1.108777
C0002395,5607,0.9084451
C0002395,5608,0.06946787
C0002395,5609,-1.0847738
C0002395,5610,0.9816045
C0002395,5611,0.26805222
C0002395,103910,-0.20588472
C0002395,5613,-0.2956605
C0002395,5617,-0.11582695
C0002395,5618,0.83802426
C0002395,5619,-0.15356462
C0002395,5621,-0.26362327
C0002395,5623,0.31935486
C0002395,5624,0.64232385
C0002395,5626,0.5830224
C0002395,5627,-1.1940677
C0002395,5629,0.52220917
C0002395,5630,0.6606944
C0002395,5631,0.34926033
C0002395,5634,-0.124359585
C0002395,5635,-0.06980429
C0002395,5639,-1.0012567
C0002395,5644,0.28336227
C0002395,5645,-0.020175222
C0002395,5646,-0.6877762
C0002395,5648,0.5998001
C0002395,5652,0.5350542
C0002395,5653,-0.21856056
C0002395,5654,1.0866733
C0002395,5657,-0.2639954
C0002395,5660,0.39997205
C0002395,5662,0.57085985
C0002395,5663,-0.28203344
C0002395,5669,-0.20835608
C0002395,5670,-0.44905835
C0002395,5671,-0.9624424
C0002395,497189,-0.19223827
C0002395,5673,0.71776855
C0002395,5678,-0.04744348
C0002395,5681,-0.25851613
C0002395,169522,-0.23737296
C0002395,5682,-0.18910326
C0002395,5683,0.30116314
C0002395,5684,-0.1910283
C0002395,5685,0.5867142
C0002395,5686,0.5089154
C0002395,5687,-0.13909474
C0002395,5688,-1.0586513
C0002395,5689,0.2616363
C0002395,5690,-0.85368085
C0002395,5691,-0.111937955
C0002395,5692,1.0793023
C0002395,5693,-0.22008356
C0002395,5694,-0.63772154
C0002395,5695,0.6332263
C0002395,5696,0.6930435
C0002395,5698,0.37171644
C0002395,5699,0.32433167
C0002395,5700,-0.020611096
C0002395,5701,-0.19881263
C0002395,5702,-0.16066854
C0002395,5704,-0.34348875
C0002395,5705,-0.08812816
C0002395,5706,-0.12863268
C0002395,5707,-0.20909329
C0002395,5708,-0.107813224
C0002395,5710,0.14374311
C0002395,5711,-0.90839326
C0002395,5713,0.024419414
C0002395,5714,-0.5520292
C0002395,5715,-0.16003622
C0002395,5716,-0.16196807
C0002395,5717,-0.17175254
C0002395,5718,0.08968702
C0002395,5719,0.12397891
C0002395,5720,0.5731914
C0002395,5721,0.6428559
C0002395,5724,0.4582846
C0002395,5725,0.17151675
C0002395,202333,0.9729627
C0002395,5727,-0.3689779
C0002395,5728,-1.2096775
C0002395,5729,0.12659962
C0002395,5730,0.19569501
C0002395,5731,0.6556636
C0002395,5732,0.8201417
C0002395,5733,0.52887475
C0002395,5737,0.5153435
C0002395,5738,-0.044139653
C0002395,5739,-0.29645318
C0002395,5741,-1.2886842
C0002395,5742,-0.08530567
C0002395,5743,-0.18681695
C0002395,5744,-0.25804484
C0002395,5745,0.4866038
C0002395,5746,-0.2681101
C0002395,5747,-0.3201062
C0002395,5753,-0.24727893
C0002395,5756,-0.88464034
C0002395,5757,0.8379919
C0002395,5763,-0.19857663
C0002395,5764,0.4880103
C0002395,5768,0.4367913
C0002395,5770,1.2813358
C0002395,5771,1.0389316
C0002395,5774,0.5830861
C0002395,5775,-0.99646974
C0002395,5777,-0.26230437
C0002395,5780,-0.036446773
C0002395,5781,-0.23078452
C0002395,5782,0.56428653
C0002395,5783,-1.2677985
C0002395,5784,0.43490994
C0002395,5786,0.8584951
C0002395,5787,-0.15120715
C0002395,5788,-0.36722657
C0002395,5789,0.8681066
C0002395,5790,-0.24288537
C0002395,5791,-0.42530745
C0002395,5792,0.39721698
C0002395,5793,0.34573996
C0002395,5794,-0.19319712
C0002395,5795,0.5104866
C0002395,5796,0.47369862
C0002395,5797,0.12383595
C0002395,5798,0.59172195
C0002395,5799,0.05181481
C0002395,5800,0.783844
C0002395,5801,0.9815713
C0002395,5802,-0.0516193
C0002395,5803,0.9033847
C0002395,5805,-0.05401267
C0002395,5806,-0.07514442
C0002395,5810,-0.07128871
C0002395,5813,0.864081
C0002395,5814,-0.0674506
C0002395,5817,1.0720068
C0002395,5822,0.20786826
C0002395,5824,1.125834
C0002395,5825,0.29751498
C0002395,5826,0.5537621
C0002395,5828,0.13349257
C0002395,5829,0.80871344
C0002395,5830,0.040857717
C0002395,5834,0.8446885
C0002395,5837,0.2787844
C0002395,5858,0.8533124
C0002395,5861,-1.367769
C0002395,5862,0.24051955
C0002395,5863,-0.33487758
C0002395,5864,0.2931919
C0002395,5865,-0.23487319
C0002395,5866,-0.28121242
C0002395,5867,-0.046427906
C0002395,5868,0.7484632
C0002395,5869,-0.17287211
C0002395,5870,-0.14544976
C0002395,5871,-0.01669658
C0002395,5872,-0.12909965
C0002395,5873,0.26521212
C0002395,5874,-0.1769405
C0002395,5875,-0.22774571
C0002395,5876,-0.27016038
C0002395,5877,-0.10237102
C0002395,5878,0.20303544
C0002395,5879,-0.1686059
C0002395,5880,0.13096954
C0002395,5881,-0.22087169
C0002395,5883,0.32319576
C0002395,5884,-0.7475363
C0002395,5885,1.0226487
C0002395,5886,0.21367241
C0002395,5887,0.28743947
C0002395,5888,-0.25241935
C0002395,5889,0.6276649
C0002395,5893,-0.19805798
C0002395,5894,-0.8856852
C0002395,5896,0.58592135
C0002395,5897,0.9405894
C0002395,5898,0.4547521
C0002395,5899,-0.26926777
C0002395,5900,0.2730272
C0002395,5901,0.40308315
C0002395,5902,0.7614604
C0002395,5903,0.43511894
C0002395,5905,0.8787558
C0002395,5906,0.33062428
C0002395,5908,-0.04356366
C0002395,5909,0.50732386
C0002395,5910,-0.15740272
C0002395,5911,0.3030367
C0002395,5912,-0.6728577
C0002395,5913,0.538489
C0002395,5914,-0.72707486
C0002395,5915,-0.25974965
C0002395,5916,0.49661982
C0002395,5921,-1.2554957
C0002395,5922,0.24973357
C0002395,5923,0.20255803
C0002395,5925,-0.11118739
C0002395,5926,0.4545046
C0002395,5927,-0.39690757
C0002395,5928,-1.281167
C0002395,5929,-0.8089029
C0002395,5930,-0.3180589
C0002395,5931,-0.07683714
C0002395,5932,0.333758
C0002395,5933,-0.13314474
C0002395,5934,0.24553722
C0002395,5936,-0.4489892
C0002395,5937,-0.22129956
C0002395,5940,-0.8558483
C0002395,5947,0.78262234
C0002395,5948,-0.23945658
C0002395,5949,0.20402807
C0002395,5950,-0.28763372
C0002395,202559,0.5509001
C0002395,169792,1.1874149
C0002395,5954,0.45174715
C0002395,5955,0.3788915
C0002395,5956,-0.35981095
C0002395,5957,-0.81278
C0002395,5959,0.40747124
C0002395,5961,0.7746345
C0002395,5962,0.7711263
C0002395,5965,0.060855236
C0002395,5966,1.0223265
C0002395,5967,-0.24717844
C0002395,5970,-0.1790576
C0002395,5971,-0.57809055
C0002395,5972,-1.2317612
C0002395,5973,-0.20597826
C0002395,5976,-0.043833487
C0002395,5977,0.53066784
C0002395,5978,1.530805
C0002395,5979,-0.25275096
C0002395,5980,0.087154254
C0002395,5981,1.0237423
C0002395,5982,-0.13659595
C0002395,5983,-0.6361657
C0002395,5984,0.30331406
C0002395,5985,-0.31175658
C0002395,5987,-0.26712114
C0002395,5989,-0.1238464
C0002395,5990,-0.4135456
C0002395,5991,0.31059736
C0002395,5992,0.80452657
C0002395,5993,0.7227582
C0002395,5994,0.4613165
C0002395,5995,0.3444784
C0002395,5996,0.3978663
C0002395,5997,1.0532306
C0002395,5998,0.49743488
C0002395,5999,0.81583273
C0002395,6000,-0.03229922
C0002395,6001,0.5338247
C0002395,6002,-0.6910944
C0002395,6003,-0.1764033
C0002395,6004,-0.18539795
C0002395,6005,0.5808645
C0002395,6009,0.44462597
C0002395,6010,0.43304995
C0002395,6011,0.05576346
C0002395,6013,-1.051341
C0002395,6014,-0.06675645
C0002395,6015,-1.1460278
C0002395,6016,0.5395894
C0002395,6017,0.24137363
C0002395,6018,-0.133685
C0002395,6035,-0.1720919
C0002395,6036,-0.25808924
C0002395,6039,-0.5727285
C0002395,6041,0.7382357
C0002395,6045,-0.20427758
C0002395,6046,-0.3696849
C0002395,6047,-0.1137546
C0002395,6048,-0.35930136
C0002395,6050,-0.1703363
C0002395,6051,-0.10676892
C0002395,6059,-0.08637176
C0002395,6091,0.83161676
C0002395,6092,0.61960256
C0002395,6093,-0.24725993
C0002395,6094,-0.55192626
C0002395,6095,0.94225895
C0002395,6096,0.5007683
C0002395,6097,1.2152394
C0002395,6098,-0.7863444
C0002395,6100,0.12740906
C0002395,6101,0.2694802
C0002395,6102,0.15834247
C0002395,6103,0.41193008
C0002395,6117,0.37540442
C0002395,6118,0.1310255
C0002395,6119,-1.1554048
C0002395,6120,-0.80994207
C0002395,6121,-1.4831147
C0002395,6122,0.29679453
C0002395,6124,-0.9617419
C0002395,6125,0.3097554
C0002395,6128,0.5049582
C0002395,6129,0.13123548
C0002395,6130,0.08280488
C0002395,6132,-0.26498565
C0002395,6133,0.114771396
C0002395,6134,0.5879053
C0002395,6135,0.61612815
C0002395,6136,-0.18795285
C0002395,6137,0.27182922
C0002395,6138,-0.10184678
C0002395,6139,-0.24639753
C0002395,6142,-1.572616
